time,VEOG,HEOG,FZ,CZ,PZ,F7,F8,T5,T6,A2,T3,T4,F3,F4,C3,C4,AF3,AF4,FC3,FC4,CP3,CP4,FT7,FT8,P3,P4,PO7,PO8,P5,P6,OZ,Midline,LF,RF,LC,RC,LP,RP,LF_5s,RF_5s,LP_5s,RP_5s,ROI
620,1.5814,1.5025,2.6322,2.2953,2.2634,2.4875,0.9903,1.0734,-1.5039,-1.4441,2.0055,-0.4487,2.3966,0.8794,2.4158,-0.021,1.8682,0.9646,2.3111,0.5185,1.5117,-0.2191,2.5059,0.633,1.0307,-0.5318,-0.5375,-2.0806,-0.2789,-2.1051,0.606,2.397,2.3145,0.8669,2.061,-0.0426,0.3219,-1.5553,2.3139,0.7972,0.5599,-1.2881,1.5025
625,1.6329,1.49,2.7357,2.4192,2.3349,2.5581,1.0772,1.1399,-1.4486,-1.4403,2.0809,-0.3509,2.48,0.9771,2.5232,0.0799,1.9394,1.0371,2.4019,0.6218,1.6099,-0.1335,2.5685,0.7266,1.0877,-0.5172,-0.5609,-2.1476,-0.2631,-2.1295,0.5866,2.4966,2.3865,0.9545,2.154,0.0543,0.3509,-1.5607,2.3896,0.888,0.6027,-1.2753,1.5888
630,1.6892,1.4784,2.8385,2.5352,2.3863,2.6323,1.1648,1.209,-1.3919,-1.4432,2.1574,-0.2544,2.5592,1.0732,2.6251,0.1745,2.0108,1.1137,2.4888,0.7202,1.7034,-0.0538,2.6322,0.8208,1.1419,-0.5051,-0.5717,-2.2012,-0.2357,-2.1394,0.5571,2.5867,2.4586,1.0431,2.2437,0.1466,0.3859,-1.5594,2.4647,0.9786,0.6494,-1.2583,1.6675
635,1.7516,1.4719,2.9468,2.6484,2.4282,2.7127,1.2558,1.2868,-1.3294,-1.4532,2.2409,-0.1569,2.6409,1.1725,2.728,0.2666,2.0876,1.1992,2.5775,0.8173,1.7978,0.0247,2.7027,0.9169,1.2002,-0.4876,-0.5683,-2.2364,-0.1937,-2.1317,0.526,2.6744,2.536,1.1361,2.336,0.2379,0.4312,-1.5463,2.5443,1.0723,0.7046,-1.2321,1.7452
640,1.8211,1.4762,3.0676,2.7647,2.4696,2.804,1.3534,1.3779,-1.2579,-1.4687,2.3363,-0.0555,2.7327,1.2807,2.8384,0.3616,2.1766,1.2977,2.6741,0.9178,1.8983,0.1069,2.7857,1.0164,1.2672,-0.4584,-0.5527,-2.2501,-0.1369,-2.1055,0.4975,2.7673,2.6247,1.237,2.4368,0.3327,0.4889,-1.518,2.6346,1.1732,0.7707,-1.193,1.8281
645,1.8976,1.4933,3.2087,2.8903,2.5168,2.9131,1.4621,1.4836,-1.1753,-1.4886,2.4453,0.0518,2.8432,1.4039,2.961,0.4651,2.2842,1.4138,2.7844,1.0279,2.0076,0.1972,2.8853,1.1219,1.3443,-0.4132,-0.5276,-2.2419,-0.0686,-2.0622,0.4737,2.8719,2.7314,1.3504,2.5496,0.4355,0.5579,-1.4731,2.742,1.2859,0.8479,-1.1391,1.9203
650,1.9819,1.5201,3.3763,3.0301,2.5732,3.0457,1.5874,1.6012,-1.081,-1.5127,2.5667,0.1667,2.9787,1.5495,3.0971,0.5818,2.4162,1.5532,2.9124,1.1543,2.126,0.2989,3.0049,1.2364,1.4302,-0.3502,-0.4973,-2.2146,0.0061,-2.0042,0.4555,2.9932,2.8614,1.4816,2.6756,0.5504,0.6351,-1.4125,2.8716,1.4161,0.9332,-1.0702,2.0238
655,2.0759,1.551,3.5735,3.1868,2.6395,3.205,1.7318,1.7265,-0.9758,-1.5423,2.6997,0.2897,3.1413,1.7227,3.2453,0.7139,2.576,1.7194,3.0594,1.3014,2.252,0.4136,3.1441,1.3613,1.5223,-0.2697,-0.464,-2.1727,0.0827,-1.9349,0.4438,3.1332,3.0166,1.6338,2.8141,0.6796,0.7169,-1.3383,3.0252,1.5673,1.0239,-0.9879,2.1383
660,2.1781,1.5821,3.7984,3.3603,2.7149,3.3898,1.8955,1.8553,-0.862,-1.5782,2.8418,0.4199,3.3294,1.925,3.4034,0.8605,2.7634,1.9121,3.2239,1.4696,2.3835,0.5401,3.2981,1.495,1.6182,-0.1739,-0.4271,-2.12,0.1598,-1.8567,0.441,3.2912,3.1952,1.8069,2.9631,0.8226,0.8015,-1.2531,3.2009,1.7395,1.1179,-0.8945,2.2626
665,2.2863,1.6106,4.0441,3.5466,2.7964,3.5919,2.0755,1.9828,-0.7435,-1.6198,2.9865,0.5543,3.5365,2.1519,3.5662,1.0184,2.9722,2.1259,3.4001,1.6551,2.5159,0.675,3.4582,1.6331,1.7146,-0.0668,-0.385,-2.0576,0.2367,-1.7714,0.4489,3.4624,3.3897,1.9966,3.1172,0.9757,0.8873,-1.1598,3.3918,1.9283,1.213,-0.7929,2.3928
670,2.4,1.6342,4.2984,3.7368,2.879,3.7969,2.265,2.1028,-0.6249,-1.6637,3.1243,0.6879,3.751,2.3925,3.7244,1.1818,3.1915,2.351,3.5774,1.8497,2.6423,0.8126,3.6123,1.7695,1.8073,0.0464,-0.3359,-1.985,0.3125,-1.6795,0.4672,3.6381,3.5879,2.1945,3.2671,1.133,0.9717,-1.0607,3.5858,2.1255,1.3058,-0.6861,2.5228
675,2.518,1.6521,4.5454,3.9193,2.9568,3.9889,2.4543,2.2084,-0.5083,-1.7052,3.2459,0.8159,3.9579,2.632,3.8668,1.3437,3.4068,2.575,3.7423,2.0431,2.7547,0.9476,3.7467,1.8984,1.8917,0.1618,-0.2797,-1.9003,0.3853,-1.5795,0.4925,3.8072,3.7751,2.3899,3.4024,1.2876,1.0514,-0.9566,3.7685,2.3205,1.3921,-0.5757,2.645
680,2.6372,1.6616,4.7683,4.0815,3.0252,4.1535,2.6307,2.2952,-0.3932,-1.7382,3.3428,0.9354,4.1421,2.8543,3.9841,1.4973,3.6034,2.7838,3.8821,2.224,2.8471,1.076,3.8506,2.0148,1.9645,0.2775,-0.2169,-1.8012,0.4539,-1.4685,0.5211,3.9583,3.9374,2.5709,3.514,1.4332,1.1242,-0.8464,3.9264,2.5015,1.4688,-0.4619,2.7529
685,2.7516,1.6583,4.9523,4.2136,3.0819,4.2804,2.783,2.3614,-0.2767,-1.7566,3.4098,1.0451,4.2916,3.0456,4.0701,1.6371,3.7691,2.9636,3.9871,2.3826,2.9162,1.1962,3.9198,2.1144,2.0258,0.3938,-0.1473,-1.6851,0.5189,-1.3418,0.5516,4.0826,4.0652,2.7266,3.5958,1.5652,1.1897,-0.7275,4.0496,2.6578,1.535,-0.3427,2.8424
690,2.8558,1.6399,5.0865,4.3083,3.1267,4.3637,2.9038,2.4076,-0.1554,-1.7557,3.4445,1.1442,4.397,3.1962,4.1213,1.759,3.8948,3.1043,4.0504,2.512,2.9618,1.3075,3.9542,2.1944,2.0774,0.5112,-0.0698,-1.5498,0.5824,-1.1962,0.5848,4.1738,4.1524,2.8497,3.6445,1.6807,1.2494,-0.5976,4.132,2.7822,1.5919,-0.2165,2.9117
695,2.9459,1.6072,5.1631,4.3606,3.1593,4.4006,2.9899,2.4359,-0.0293,-1.7312,3.4455,1.232,4.4517,3.2998,4.1365,1.8589,3.974,3.1995,4.0678,2.6077,2.9851,1.4092,3.9528,2.2543,2.1214,0.6291,0.0159,-1.3958,0.6465,-1.0313,0.621,4.2276,4.1948,2.9358,3.6587,1.777,1.3049,-0.4568,4.1694,2.8702,1.6409,-0.0836,2.9597
700,3.0155,1.5625,5.1776,4.3676,3.1794,4.3884,3.0395,2.4491,0.0995,-1.6811,3.4118,1.3061,4.4525,3.3522,4.117,1.932,4.0018,3.2442,4.0389,2.665,2.9882,1.4996,3.912,2.2916,2.1589,0.7458,0.1085,-1.2266,0.7128,-0.85,0.6581,4.2415,4.1887,2.9819,3.639,1.8507,1.3573,-0.3078,4.1587,2.9185,1.6835,0.0537,2.9856
705,3.059,1.51,5.128,4.3293,3.1862,4.3259,3.0486,2.4492,0.2261,-1.608,3.3437,1.3615,4.3987,3.3505,4.0648,1.9732,3.9771,3.2369,3.9655,2.6796,2.9732,1.5764,3.8292,2.3013,2.1903,0.8585,0.2069,-1.0493,0.7822,-0.6581,0.692,4.2145,4.1327,2.9843,3.5868,1.8977,1.4071,-0.1557,4.0993,2.9234,1.7204,0.1907,2.989
710,3.0746,1.4547,5.0136,4.2466,3.1777,4.2154,3.013,2.4359,0.3441,-1.5178,3.2431,1.3949,4.2899,3.2921,3.9802,1.9788,3.9015,3.1776,3.8489,2.6477,2.9402,1.636,3.7062,2.278,2.2136,0.9624,0.3088,-0.8725,0.8543,-0.4643,0.7173,4.146,4.0283,2.9402,3.5031,1.9143,1.4532,-0.0076,3.9924,2.8817,1.7506,0.3211,2.9684
715,3.0626,1.3996,4.8359,4.1211,3.1503,4.0604,2.9299,2.4073,0.4473,-1.4167,3.1129,1.4051,4.1261,3.1758,3.8627,1.9464,3.7764,3.0661,3.6901,2.5677,2.8874,1.6741,3.5476,2.2205,2.2253,1.0519,0.4097,-0.7033,0.9259,-0.2768,0.7294,4.0358,3.8776,2.8481,3.3883,1.8983,1.492,0.1298,3.8401,2.792,1.7711,0.4386,2.9218
720,3.0265,1.3445,4.6006,3.9566,3.1012,3.8649,2.8013,2.3625,0.5313,-1.3098,2.9588,1.3913,3.9112,3.0045,3.7146,1.8772,3.6042,2.9052,3.4936,2.4423,2.8145,1.688,3.3597,2.1319,2.223,1.1223,0.5051,-0.5465,0.9937,-0.1013,0.7267,3.8861,3.685,2.7107,3.2454,1.8497,1.5211,0.2515,3.6467,2.657,1.7798,0.5388,2.8493
725,2.9722,1.29,4.3186,3.7598,3.0295,3.6351,2.6348,2.304,0.5943,-1.2011,2.7895,1.3537,3.6553,2.7848,3.542,1.7752,3.3922,2.7019,3.2683,2.2777,2.7241,1.6765,3.1495,2.0179,2.2061,1.1704,0.592,-0.4051,1.055,0.0588,0.7091,3.7027,3.458,2.5348,3.081,1.7707,1.5393,0.3546,3.4201,2.4834,1.7762,0.619,2.7531
730,2.9037,1.2376,4.0032,3.5386,2.9358,3.3802,2.4384,2.2353,0.6349,-1.0959,2.6125,1.2928,3.3716,2.5259,3.3541,1.6448,3.1508,2.4656,3.0253,2.0808,2.6202,1.6388,2.925,1.8827,2.1756,1.1932,0.67,-0.2812,1.1084,0.1999,0.6761,3.4925,3.2069,2.3281,2.903,1.6643,1.5473,0.4367,3.1706,2.2787,1.7619,0.6771,2.6374
735,2.8227,1.1902,3.6679,3.3003,2.8207,3.113,2.2195,2.16,0.6517,-0.9997,2.4336,1.2109,3.0727,2.2389,3.1585,1.4902,2.8911,2.2063,2.7738,1.8591,2.5068,1.5743,2.6954,1.7293,2.1323,1.1884,0.7403,-0.1769,1.1529,0.3182,0.6268,3.2629,2.9431,2.0985,2.7182,1.5336,1.5464,0.4953,2.9092,2.0506,1.7384,0.7111,2.5057
740,2.7294,1.1525,3.3251,3.0524,2.6867,2.8451,1.9863,2.0811,0.6459,-0.9152,2.2577,1.1116,2.7693,1.9364,2.9615,1.3171,2.6227,1.9348,2.5213,1.6215,2.387,1.485,2.4692,1.5626,2.0775,1.1563,0.8039,-0.0922,1.189,0.4118,0.5633,3.0214,2.6766,1.855,2.5319,1.3838,1.5379,0.5304,2.6455,1.8083,1.7077,0.7214,2.3621
745,2.6252,1.1289,2.9853,2.8019,2.5375,2.5828,1.7461,1.9999,0.6199,-0.8417,2.0875,0.9987,2.4701,1.6293,2.7672,1.1322,2.353,1.6608,2.274,1.3762,2.2635,1.3754,2.2511,1.3882,2.0125,1.0997,0.86,-0.026,1.217,0.4805,0.4904,2.7749,2.4142,1.6061,2.348,1.2206,1.5224,0.5435,2.3862,1.5601,1.6706,0.7099,2.2106
750,2.5142,1.1181,2.6554,2.5535,2.3763,2.327,1.5044,1.9148,0.5749,-0.7781,1.9226,0.8765,2.1801,1.3251,2.5769,0.9411,2.0877,1.3907,2.0356,1.1297,2.1371,1.2505,2.0423,1.2121,1.9376,1.0216,0.9052,0.0215,1.2353,0.5239,0.4128,2.5284,2.1593,1.3581,2.168,1.0495,1.4982,0.5355,2.1345,1.3124,1.626,0.6785,2.0538
755,2.4019,1.1123,2.34,2.3103,2.2076,2.0788,1.2686,1.8251,0.5123,-0.7239,1.7636,0.7496,1.9015,1.0295,2.3909,0.7489,1.8314,1.129,1.8083,0.8883,2.0086,1.115,1.8427,1.0404,1.8535,0.9261,0.9369,0.0505,1.2428,0.5424,0.3347,2.2859,1.9136,1.1169,1.9928,0.8754,1.4646,0.5078,1.8925,1.0712,1.5734,0.6292,1.8941
760,2.2915,1.1037,2.0433,2.0754,2.0374,1.8443,1.049,1.7321,0.4359,-0.6769,1.6138,0.6232,1.6362,0.7493,2.2104,0.5608,1.5876,0.8817,1.5928,0.6588,1.8797,0.9742,1.6551,0.8794,1.7626,0.8192,0.957,0.0642,1.2401,0.539,0.2613,2.052,1.6808,0.8899,1.8242,0.7043,1.4229,0.4646,1.6632,0.8437,1.5143,0.5665,1.7349
765,2.1838,1.0893,1.7706,1.8534,1.8743,1.6307,0.8555,1.6377,0.3527,-0.6337,1.4753,0.5044,1.3878,0.4931,2.0376,0.3847,1.361,0.6558,1.3911,0.4497,1.7527,0.8359,1.4846,0.7354,1.6679,0.7104,0.9694,0.0701,1.2284,0.5205,0.2006,1.8327,1.466,0.685,1.6642,0.5437,1.3759,0.4135,1.4511,0.6379,1.4512,0.498,1.581
770,2.0806,1.0699,1.5271,1.6498,1.7265,1.4431,0.694,1.5437,0.2705,-0.5912,1.3477,0.3996,1.1619,0.2682,1.876,0.2276,1.157,0.4572,1.2068,0.2674,1.6302,0.7079,1.3365,0.6136,1.5724,0.6095,0.9775,0.0765,1.2084,0.4953,0.1593,1.6345,1.2746,0.5083,1.5152,0.4007,1.3255,0.3629,1.2611,0.4601,1.3864,0.4319,1.4375
775,1.9861,1.0464,1.3176,1.4702,1.6002,1.2845,0.5658,1.4523,0.1939,-0.5481,1.2307,0.3108,0.9641,0.0791,1.7294,0.0938,0.9796,0.2899,1.0439,0.1151,1.515,0.5954,1.2134,0.5176,1.4791,0.5231,0.9828,0.0874,1.1808,0.4687,0.1407,1.4627,1.1104,0.3631,1.3797,0.2788,1.2738,0.3183,1.0971,0.3135,1.322,0.3737,1.3086
780,1.9048,1.0183,1.1455,1.3189,1.4995,1.1558,0.4689,1.3664,0.1257,-0.5062,1.1252,0.2373,0.7979,-0.0727,1.6011,-0.0152,0.8307,0.1543,0.905,-0.0066,1.4095,0.5009,1.1132,0.447,1.391,0.4545,0.986,0.1022,1.1472,0.4432,0.1451,1.3213,0.9744,0.2494,1.2602,0.1791,1.2226,0.2814,0.9605,0.1982,1.26,0.3253,1.1977
785,1.8394,0.9838,1.0118,1.1979,1.4248,1.0546,0.4,1.2872,0.0672,-0.4676,1.0325,0.1783,0.6637,-0.1887,1.4925,-0.1001,0.7098,0.0479,0.7905,-0.0995,1.3146,0.4246,1.0305,0.3961,1.3098,0.4034,0.9849,0.1177,1.1081,0.4191,0.1692,1.2115,0.8646,0.1638,1.1575,0.1008,1.1725,0.2519,0.8498,0.1112,1.2009,0.2864,1.1058
790,1.7894,0.9435,0.9141,1.105,1.3727,0.9755,0.3553,1.2134,0.0177,-0.4336,0.9529,0.1324,0.5595,-0.2725,1.4025,-0.164,0.615,-0.0323,0.6989,-0.1673,1.2292,0.364,0.9605,0.3568,1.2349,0.3663,0.9761,0.1293,1.0626,0.3948,0.2057,1.1306,0.7776,0.1019,1.0709,0.0413,1.1217,0.227,0.7618,0.048,1.1432,0.2544,1.031
795,1.7523,0.9032,0.8478,1.0352,1.3364,0.9137,0.3304,1.1428,-0.026,-0.4055,0.886,0.0973,0.4813,-0.3287,1.3275,-0.2114,0.5441,-0.0881,0.6271,-0.215,1.1508,0.3151,0.9021,0.3241,1.164,0.3372,0.9571,0.1326,1.0104,0.3678,0.245,1.0731,0.7103,0.0594,0.9979,-0.0035,1.0686,0.2029,0.6937,0.0045,1.085,0.2253,0.9693
800,1.7247,0.8667,0.8065,0.9819,1.3087,0.8659,0.3206,1.0743,-0.068,-0.3855,0.8305,0.0676,0.4254,-0.3636,1.2641,-0.2483,0.4944,-0.1223,0.5725,-0.2484,1.0777,0.2726,0.8565,0.297,1.0949,0.3092,0.9274,0.1233,0.9526,0.3344,0.2782,1.0324,0.6605,0.0329,0.9362,-0.0391,1.0123,0.1748,0.6429,-0.0233,1.0254,0.1943,0.916
805,1.7039,0.8343,0.7832,0.9393,1.2833,0.8287,0.321,1.0085,-0.1125,-0.3746,0.7838,0.0391,0.3876,-0.3839,1.2105,-0.2809,0.4617,-0.1403,0.5323,-0.2732,1.0097,0.2315,0.8224,0.2769,1.0267,0.2766,0.8885,0.0993,0.8913,0.2916,0.302,1.0019,0.6251,0.0184,0.8841,-0.0709,0.9538,0.1388,0.6066,-0.0399,0.9649,0.1573,0.8676
810,1.6878,0.8062,0.7721,0.9035,1.2576,0.8005,0.3263,0.9462,-0.1612,-0.3709,0.7441,0.0106,0.3641,-0.3954,1.1657,-0.3129,0.4413,-0.1485,0.5037,-0.293,0.9475,0.189,0.7974,0.2643,0.9596,0.2367,0.8436,0.0622,0.8289,0.239,0.3191,0.9777,0.6008,0.0117,0.8403,-0.1016,0.8946,0.0942,0.5814,-0.0493,0.9051,0.1131,0.8222
815,1.6747,0.7826,0.7701,0.8733,1.2321,0.7812,0.334,0.8879,-0.2128,-0.3712,0.7123,-0.0169,0.3523,-0.401,1.1291,-0.3451,0.4303,-0.1514,0.4848,-0.3092,0.8915,0.1447,0.7804,0.2594,0.8945,0.1896,0.7964,0.0159,0.7669,0.1792,0.334,0.9585,0.5861,0.0102,0.8044,-0.1316,0.8364,0.043,0.5658,-0.0537,0.8474,0.0633,0.7797
820,1.6631,0.7635,0.7754,0.8487,1.2079,0.771,0.3443,0.8334,-0.2647,-0.3733,0.6895,-0.0414,0.3495,-0.4029,1.0986,-0.3763,0.4274,-0.1501,0.473,-0.3227,0.8404,0.0998,0.7718,0.262,0.8318,0.1368,0.7504,-0.0361,0.7062,0.1159,0.3498,0.944,0.5799,0.0133,0.7754,-0.1601,0.7804,-0.012,0.5585,-0.0539,0.7924,0.0103,0.7404
825,1.652,0.748,0.7864,0.8291,1.1851,0.7679,0.3584,0.7814,-0.3151,-0.3747,0.6734,-0.0619,0.3519,-0.4033,1.0712,-0.4058,0.4303,-0.1456,0.465,-0.3351,0.7917,0.0546,0.7707,0.2719,0.7704,0.0796,0.7076,-0.0903,0.6468,0.0515,0.3671,0.9335,0.5802,0.0203,0.7504,-0.187,0.7266,-0.0686,0.5572,-0.0507,0.7396,-0.0439,0.7034
830,1.6383,0.7352,0.8014,0.8126,1.1617,0.768,0.3753,0.7307,-0.3641,-0.3725,0.6604,-0.0803,0.3565,-0.4044,1.0446,-0.4343,0.4363,-0.1403,0.4581,-0.3489,0.7426,0.0082,0.7742,0.2856,0.7083,0.0183,0.6668,-0.1444,0.5876,-0.0134,0.3827,0.9252,0.5837,0.0291,0.7264,-0.2138,0.6734,-0.1259,0.5586,-0.0465,0.6872,-0.0991,0.6669
835,1.6196,0.725,0.8193,0.7979,1.1355,0.7709,0.3933,0.6816,-0.4127,-0.3659,0.6491,-0.0984,0.3621,-0.4067,1.0194,-0.4624,0.4441,-0.1362,0.4513,-0.3655,0.6925,-0.0406,0.7812,0.2977,0.6445,-0.0473,0.6237,-0.1985,0.5274,-0.0793,0.3925,0.9175,0.5896,0.037,0.7031,-0.2417,0.6193,-0.1844,0.5619,-0.0435,0.634,-0.1557,0.6299
840,1.5972,0.7189,0.8403,0.7863,1.1065,0.7796,0.412,0.6368,-0.4618,-0.3584,0.6407,-0.1156,0.3706,-0.408,0.9989,-0.4885,0.4545,-0.1334,0.4466,-0.3826,0.6443,-0.0912,0.7921,0.3059,0.5809,-0.1165,0.5766,-0.2535,0.4677,-0.1464,0.3939,0.911,0.5992,0.0441,0.6826,-0.2695,0.5655,-0.2445,0.5687,-0.0412,0.5813,-0.2139,0.5942
845,1.5757,0.718,0.8656,0.7815,1.0779,0.7939,0.4304,0.6004,-0.51,-0.3552,0.6372,-0.1298,0.3847,-0.405,0.9866,-0.5089,0.4692,-0.1294,0.446,-0.3961,0.603,-0.1402,0.8072,0.3104,0.5219,-0.186,0.5276,-0.3077,0.4114,-0.2118,0.3883,0.9083,0.6138,0.0516,0.6682,-0.2937,0.5153,-0.3039,0.5802,-0.0379,0.5328,-0.2711,0.5635
850,1.5605,0.7211,0.8947,0.7861,1.0544,0.8104,0.445,0.575,-0.5535,-0.3577,0.6401,-0.1394,0.4039,-0.3969,0.9839,-0.521,0.4884,-0.1231,0.45,-0.403,0.5729,-0.183,0.8255,0.3123,0.4721,-0.2501,0.481,-0.3559,0.3614,-0.2709,0.3798,0.9118,0.6321,0.0593,0.6617,-0.3116,0.4724,-0.3576,0.5957,-0.0331,0.4925,-0.3227,0.5413
855,1.5552,0.7252,0.9258,0.8011,1.0402,0.8256,0.4527,0.5605,-0.5882,-0.3626,0.6505,-0.1441,0.4263,-0.3856,0.9902,-0.5237,0.5099,-0.1159,0.4579,-0.4028,0.5558,-0.2153,0.8448,0.3141,0.4341,-0.3034,0.4403,-0.3936,0.3198,-0.3197,0.3713,0.9224,0.6516,0.0663,0.6636,-0.3215,0.4387,-0.4012,0.6129,-0.0275,0.4621,-0.364,0.5293
860,1.5601,0.7274,0.9562,0.8251,1.0383,0.8365,0.4525,0.5547,-0.6111,-0.3653,0.6681,-0.1436,0.4485,-0.3734,1.0035,-0.5175,0.531,-0.1089,0.4685,-0.3967,0.5513,-0.2346,0.8633,0.317,0.409,-0.3416,0.4066,-0.4185,0.287,-0.3559,0.3647,0.9399,0.6698,0.0718,0.6728,-0.3231,0.4143,-0.4318,0.6295,-0.0219,0.4417,-0.3923,0.5279
865,1.5707,0.7274,0.9829,0.8549,1.0498,0.8426,0.4452,0.5549,-0.6225,-0.3643,0.6899,-0.1402,0.4678,-0.364,1.0216,-0.5053,0.5495,-0.1027,0.4805,-0.3883,0.5574,-0.2416,0.8804,0.3184,0.3965,-0.3635,0.38,-0.4314,0.2629,-0.3797,0.3614,0.9625,0.6851,0.0742,0.6873,-0.3188,0.3986,-0.4493,0.6442,-0.0183,0.4303,-0.4077,0.5357
870,1.5831,0.7274,1.0043,0.887,1.0744,0.8452,0.4341,0.5602,-0.6254,-0.3628,0.712,-0.1367,0.4834,-0.3606,1.0434,-0.4912,0.565,-0.098,0.4935,-0.3821,0.5722,-0.2396,0.8948,0.3153,0.3959,-0.371,0.362,-0.4362,0.2474,-0.3945,0.3636,0.9886,0.6971,0.0727,0.7053,-0.3124,0.3914,-0.4568,0.6564,-0.0183,0.4276,-0.4133,0.5509
875,1.5951,0.731,1.0211,0.9196,1.1106,0.8459,0.421,0.5714,-0.6241,-0.3642,0.7325,-0.1346,0.4971,-0.364,1.0681,-0.4785,0.5781,-0.0956,0.5086,-0.3801,0.5943,-0.2324,0.9057,0.3072,0.4065,-0.3672,0.3548,-0.4368,0.2413,-0.4044,0.3732,1.0171,0.7067,0.0671,0.7259,-0.3064,0.3935,-0.4581,0.6671,-0.0223,0.4337,-0.413,0.5721
880,1.6037,0.7405,1.0349,0.9529,1.1565,0.8484,0.4047,0.588,-0.6221,-0.3714,0.7515,-0.1346,0.5114,-0.3726,1.0948,-0.4683,0.5895,-0.0956,0.5265,-0.3818,0.6214,-0.2224,0.9154,0.2947,0.4266,-0.3556,0.3581,-0.4365,0.2439,-0.413,0.3911,1.0481,0.7162,0.0578,0.7486,-0.3018,0.4042,-0.4568,0.6783,-0.0301,0.4476,-0.4099,0.5982
885,1.6096,0.7554,1.0481,0.989,1.2109,0.8546,0.3851,0.6088,-0.6202,-0.3865,0.771,-0.1366,0.5286,-0.3843,1.1238,-0.4594,0.6008,-0.0964,0.5486,-0.3852,0.6517,-0.2104,0.926,0.2809,0.4546,-0.3384,0.3683,-0.4379,0.2541,-0.4219,0.4163,1.0827,0.7275,0.0463,0.7738,-0.2979,0.4215,-0.4546,0.6917,-0.04,0.4675,-0.4058,0.6289
890,1.6174,0.7719,1.0635,1.0311,1.2737,0.8646,0.3667,0.6343,-0.6175,-0.411,0.7939,-0.1395,0.5503,-0.3955,1.1561,-0.4484,0.6141,-0.0963,0.5761,-0.387,0.6853,-0.195,0.9392,0.2701,0.4897,-0.3161,0.3821,-0.4421,0.2713,-0.4313,0.4464,1.1228,0.742,0.0362,0.8028,-0.2925,0.4444,-0.4517,0.7089,-0.0484,0.4925,-0.4004,0.6653
895,1.6295,0.7869,1.0831,1.0818,1.345,0.8778,0.3553,0.6655,-0.6124,-0.4442,0.8219,-0.1418,0.5767,-0.4011,1.1932,-0.4316,0.6314,-0.0933,0.609,-0.3826,0.7233,-0.1739,0.9554,0.2647,0.5316,-0.2891,0.3971,-0.4492,0.2948,-0.4406,0.4777,1.17,0.7603,0.0314,0.8368,-0.2825,0.4723,-0.4478,0.7301,-0.0514,0.5225,-0.393,0.7086
900,1.6478,0.7984,1.108,1.1415,1.4242,0.8933,0.3541,0.7024,-0.6042,-0.4831,0.8558,-0.1412,0.6075,-0.3959,1.2361,-0.406,0.6542,-0.0856,0.6468,-0.3682,0.7671,-0.145,0.9747,0.2653,0.5802,-0.2579,0.4129,-0.4611,0.3233,-0.4503,0.5068,1.2246,0.7824,0.0345,0.8764,-0.2651,0.5047,-0.4434,0.7553,-0.0461,0.5572,-0.3837,0.7594
905,1.6731,0.8037,1.139,1.2087,1.5096,0.9111,0.3627,0.7443,-0.593,-0.5241,0.894,-0.1361,0.642,-0.377,1.2846,-0.3714,0.683,-0.0706,0.6888,-0.3418,0.817,-0.1079,0.996,0.2707,0.6343,-0.2243,0.4296,-0.4805,0.3545,-0.4621,0.5307,1.2857,0.808,0.0464,0.9211,-0.2393,0.5407,-0.44,0.7842,-0.0312,0.596,-0.3736,0.8167
910,1.7037,0.801,1.1761,1.2803,1.5981,0.9308,0.3798,0.7887,-0.5802,-0.5639,0.9344,-0.1266,0.6787,-0.3455,1.337,-0.3293,0.7177,-0.0455,0.7335,-0.3045,0.8717,-0.0645,1.018,0.2802,0.6914,-0.1911,0.4453,-0.5084,0.3853,-0.4776,0.5479,1.3515,0.8363,0.0672,0.9691,-0.2062,0.5777,-0.4393,0.8157,-0.0071,0.6365,-0.3644,0.8781
915,1.7364,0.7918,1.2199,1.3539,1.6862,0.9534,0.4048,0.833,-0.5665,-0.5994,0.975,-0.1126,0.7172,-0.3043,1.3915,-0.2827,0.7593,-0.0079,0.7798,-0.2591,0.9287,-0.0175,1.0408,0.2957,0.7479,-0.1609,0.4557,-0.5436,0.4129,-0.4978,0.5561,1.42,0.8677,0.0971,1.0187,-0.168,0.6124,-0.4422,0.8501,0.0258,0.6756,-0.3573,0.9408
920,1.7672,0.7805,1.2721,1.4296,1.7715,0.9809,0.4365,0.8755,-0.5519,-0.6305,1.0145,-0.0926,0.7603,-0.2553,1.4476,-0.2336,0.8092,0.0429,0.8282,-0.2078,0.9859,0.0311,1.0667,0.3195,0.8013,-0.1345,0.4573,-0.5823,0.4358,-0.5214,0.5524,1.4911,0.9043,0.1359,1.0691,-0.1257,0.6425,-0.4475,0.889,0.0672,0.7112,-0.3518,1.003
925,1.7955,0.7697,1.3333,1.5084,1.8523,1.0139,0.4736,0.9144,-0.537,-0.6592,1.0518,-0.0663,0.8105,-0.1997,1.5049,-0.1835,0.8676,0.1043,0.8793,-0.1528,1.0412,0.0799,1.0971,0.352,0.85,-0.1118,0.4504,-0.6217,0.453,-0.5464,0.536,1.5647,0.9473,0.1826,1.1193,-0.0807,0.6669,-0.4542,0.9337,0.1155,0.7418,-0.3474,1.0637
