time,VEOG,HEOG,FZ,CZ,PZ,F7,F8,T5,T6,A2,T3,T4,F3,F4,C3,C4,AF3,AF4,FC3,FC4,CP3,CP4,FT7,FT8,P3,P4,PO7,PO8,P5,P6,OZ,Midline,LF,RF,LC,RC,LP,RP,LF_5s,RF_5s,LP_5s,RP_5s,ROI
75,0.0134,0.5006,-1.2184,-1.0961,-0.656,-0.9404,-1.6343,-0.1261,-1.2642,-0.7031,0.1298,-1.1331,-1.0652,-1.8156,-0.6026,-1.406,-1.3238,-1.582,-0.7138,-1.5143,-0.5666,-1.4695,-0.2576,-1.1463,-0.6314,-1.4592,-0.1549,-1.0953,-0.0346,-1.2063,-0.447,-0.9902,-0.8967,-1.5445,-0.4383,-1.3807,-0.2368,-1.2563,-0.8602,-1.5385,-0.3027,-1.2989,-0.8372
80,0.0655,0.5131,-1.11,-0.9754,-0.545,-0.8638,-1.5719,-0.0777,-1.2307,-0.7123,0.1838,-1.0783,-0.9782,-1.7395,-0.5296,-1.3295,-1.2373,-1.5092,-0.6378,-1.4398,-0.4978,-1.3971,-0.1912,-1.0773,-0.5669,-1.4003,-0.1567,-1.1115,-0.019,-1.2098,-0.4148,-0.8768,-0.8176,-1.4745,-0.3704,-1.3112,-0.2051,-1.238,-0.7817,-1.4676,-0.2636,-1.2698,-0.7522
85,0.1034,0.5337,-1.0172,-0.8742,-0.4506,-0.7877,-1.517,-0.0381,-1.2122,-0.7191,0.2325,-1.0355,-0.8984,-1.682,-0.4667,-1.2716,-1.1553,-1.4471,-0.5684,-1.383,-0.4402,-1.342,-0.1248,-1.0157,-0.5115,-1.3546,-0.1599,-1.127,-0.0092,-1.2194,-0.38,-0.7807,-0.7415,-1.4154,-0.3107,-1.258,-0.1797,-1.2283,-0.7069,-1.409,-0.2318,-1.251,-0.681
90,0.129,0.5618,-0.9389,-0.7954,-0.3816,-0.7119,-1.4702,-0.0116,-1.2122,-0.7241,0.2754,-1.0075,-0.8262,-1.6398,-0.4156,-1.2338,-1.0794,-1.3951,-0.5069,-1.3424,-0.3984,-1.3095,-0.0594,-0.9652,-0.4722,-1.3304,-0.1683,-1.1459,-0.0103,-1.2404,-0.3547,-0.7053,-0.6692,-1.3676,-0.2614,-1.2233,-0.1656,-1.2322,-0.6368,-1.3625,-0.2122,-1.2477,-0.6285
95,0.1493,0.5955,-0.8722,-0.7385,-0.3441,-0.6391,-1.43,-0.0008,-1.2327,-0.729,0.3111,-0.9968,-0.7611,-1.6077,-0.3771,-1.2171,-1.0112,-1.3523,-0.4539,-1.3154,-0.3751,-1.3026,0.003,-0.9283,-0.4538,-1.3319,-0.1854,-1.1677,-0.0255,-1.2746,-0.3476,-0.6516,-0.6021,-1.3296,-0.2237,-1.208,-0.1664,-1.2517,-0.5724,-1.3267,-0.2081,-1.2619,-0.5974
100,0.1708,0.6313,-0.8117,-0.6994,-0.3378,-0.5704,-1.3933,-0.0035,-1.2718,-0.7358,0.341,-1.0027,-0.7006,-1.58,-0.348,-1.2197,-0.9495,-1.3158,-0.4068,-1.2987,-0.3681,-1.3199,0.0617,-0.9026,-0.4544,-1.3564,-0.2094,-1.1883,-0.0527,-1.3189,-0.3596,-0.6163,-0.5397,-1.2979,-0.1955,-1.2102,-0.18,-1.2839,-0.5131,-1.2981,-0.2176,-1.2911,-0.5856
105,0.1962,0.6656,-0.7525,-0.6707,-0.3551,-0.505,-1.3573,-0.0133,-1.3229,-0.7452,0.3681,-1.0208,-0.6413,-1.5519,-0.3231,-1.2364,-0.8912,-1.2811,-0.3615,-1.2872,-0.3703,-1.3547,0.1174,-0.8839,-0.4656,-1.3953,-0.2319,-1.2015,-0.0846,-1.3665,-0.3836,-0.5928,-0.48,-1.2686,-0.1717,-1.2248,-0.1988,-1.3215,-0.4563,-1.2723,-0.2331,-1.3282,-0.5861
110,0.2234,0.6962,-0.6915,-0.6454,-0.384,-0.4417,-1.322,-0.0228,-1.3788,-0.7573,0.3947,-1.0465,-0.5806,-1.5198,-0.2966,-1.26,-0.8351,-1.2446,-0.3141,-1.2759,-0.3728,-1.3984,0.173,-0.8693,-0.4753,-1.4373,-0.2419,-1.2012,-0.1118,-1.4096,-0.4095,-0.5736,-0.4211,-1.2389,-0.1472,-1.2452,-0.213,-1.3567,-0.3997,-1.2463,-0.2449,-1.3651,-0.5894
115,0.2495,0.7261,-0.628,-0.6177,-0.4096,-0.3784,-1.2884,-0.0252,-1.432,-0.7742,0.4234,-1.0763,-0.5167,-1.4816,-0.263,-1.283,-0.78,-1.2043,-0.2611,-1.2604,-0.366,-1.4407,0.231,-0.8579,-0.4707,-1.4705,-0.2294,-1.1828,-0.125,-1.4418,-0.4267,-0.5518,-0.361,-1.208,-0.1167,-1.2651,-0.2126,-1.3818,-0.3411,-1.2185,-0.2433,-1.3936,-0.5858
120,0.274,0.76,-0.5622,-0.5832,-0.4159,-0.3131,-1.2578,-0.0144,-1.4759,-0.8004,0.4554,-1.1061,-0.4494,-1.4353,-0.218,-1.2979,-0.7253,-1.1595,-0.2008,-1.2366,-0.3419,-1.4717,0.2906,-0.8492,-0.4417,-1.484,-0.1892,-1.1473,-0.1177,-1.4592,-0.4252,-0.5204,-0.2993,-1.1755,-0.0763,-1.2781,-0.1908,-1.3916,-0.2796,-1.1877,-0.221,-1.4076,-0.5664
125,0.298,0.799,-0.4943,-0.5376,-0.3882,-0.2467,-1.2311,0.0132,-1.5052,-0.8378,0.492,-1.1308,-0.3789,-1.3795,-0.1594,-1.298,-0.6705,-1.1097,-0.1322,-1.2008,-0.296,-1.4825,0.3486,-0.8414,-0.3829,-1.4699,-0.1237,-1.1014,-0.0881,-1.4613,-0.3973,-0.4733,-0.2369,-1.1404,-0.0239,-1.278,-0.1454,-1.3844,-0.2159,-1.1525,-0.1755,-1.404,-0.5248
130,0.3237,0.8408,-0.4233,-0.4763,-0.3154,-0.1813,-1.2076,0.0579,-1.5163,-0.8835,0.5352,-1.146,-0.3045,-1.3134,-0.0863,-1.2785,-0.6139,-1.0543,-0.0547,-1.1507,-0.227,-1.467,0.4027,-0.8329,-0.294,-1.4231,-0.0416,-1.0519,-0.0403,-1.4497,-0.3384,-0.405,-0.1743,-1.102,0.0418,-1.2605,-0.0795,-1.3603,-0.1503,-1.1118,-0.109,-1.3816,-0.4574
135,0.3537,0.8803,-0.3483,-0.3971,-0.1935,-0.1176,-1.1837,0.1162,-1.5093,-0.9309,0.5855,-1.1509,-0.2254,-1.2387,-0.0005,-1.2377,-0.555,-0.9942,0.0311,-1.087,-0.1377,-1.4233,0.4531,-0.8221,-0.1809,-1.344,0.0415,-1.0054,0.0165,-1.4285,-0.2503,-0.313,-0.1112,-1.0597,0.1196,-1.2247,-0.0017,-1.3218,-0.0828,-1.0651,-0.0289,-1.3421,-0.3651
140,0.3895,0.9127,-0.268,-0.2997,-0.0259,-0.0553,-1.1527,0.1826,-1.4865,-0.9727,0.6409,-1.1464,-0.1416,-1.1585,0.0945,-1.1769,-0.4945,-0.9319,0.123,-1.0122,-0.0332,-1.3532,0.5013,-0.8068,-0.0527,-1.2379,0.108,-0.9677,0.0711,-1.4037,-0.1392,-0.1979,-0.0475,-1.0125,0.2063,-1.1722,0.0772,-1.274,-0.0134,-1.0124,0.0552,-1.2898,-0.2522
145,0.43,0.9372,-0.1801,-0.184,0.1793,0.0089,-1.1073,0.2522,-1.4499,-1.0029,0.6997,-1.1314,-0.0522,-1.0731,0.1975,-1.0973,-0.432,-0.8685,0.2205,-0.9273,0.0821,-1.2602,0.5497,-0.7843,0.0811,-1.1132,0.144,-0.9455,0.1144,-1.3822,-0.0129,-0.0616,0.0186,-0.9583,0.3,-1.1041,0.1479,-1.2227,0.059,-0.9521,0.1348,-1.2302,-0.1237
150,0.4714,0.955,-0.0804,-0.0499,0.4108,0.0787,-1.0441,0.3219,-1.4018,-1.0183,0.7617,-1.1019,0.0457,-0.9793,0.3105,-0.9996,-0.3647,-0.8016,0.3265,-0.8303,0.2052,-1.1484,0.6004,-0.7519,0.2121,-0.9796,0.1409,-0.9451,0.1393,-1.3703,0.1178,0.0935,0.09,-0.8942,0.401,-1.02,0.2036,-1.1742,0.1373,-0.8814,0.2039,-1.169,0.016
155,0.5104,0.9688,0.0349,0.1028,0.656,0.1588,-0.9646,0.3896,-1.3449,-1.0184,0.8279,-1.054,0.1566,-0.8718,0.4366,-0.8844,-0.2879,-0.7254,0.4453,-0.718,0.3337,-1.0225,0.6562,-0.7067,0.3329,-0.847,0.0948,-0.9682,0.1408,-1.3716,0.2418,0.2646,0.1709,-0.8171,0.5109,-0.9197,0.2395,-1.1329,0.2258,-0.7973,0.2583,-1.1109,0.1628
160,0.5471,0.9825,0.1667,0.2716,0.9007,0.2535,-0.872,0.4536,-1.2833,-1.0049,0.8997,-0.9879,0.2822,-0.7477,0.576,-0.7545,-0.1975,-0.6351,0.5778,-0.59,0.4642,-0.8892,0.722,-0.646,0.4379,-0.7254,0.0072,-1.0141,0.1173,-1.3886,0.3483,0.4463,0.265,-0.7252,0.6295,-0.8054,0.254,-1.1029,0.3276,-0.6981,0.296,-1.0601,0.3116
165,0.5837,0.9977,0.3112,0.4501,1.1302,0.3639,-0.769,0.5127,-1.223,-0.9816,0.9767,-0.9078,0.4199,-0.6095,0.725,-0.6159,-0.0937,-0.5303,0.7207,-0.4503,0.593,-0.7563,0.8015,-0.5701,0.5238,-0.6238,-0.1129,-1.0805,0.0718,-1.4224,0.4292,0.6305,0.3729,-0.6197,0.7539,-0.6826,0.2488,-1.0874,0.4425,-0.5858,0.3177,-1.0212,0.4561
170,0.6218,1.0129,0.4624,0.6292,1.3313,0.4884,-0.6573,0.5656,-1.1681,-0.9535,1.0572,-0.8195,0.5644,-0.4628,0.8773,-0.4754,0.02,-0.4153,0.8689,-0.3052,0.7153,-0.6314,0.8941,-0.4819,0.589,-0.5484,-0.2531,-1.1637,0.0099,-1.4716,0.4804,0.8076,0.4917,-0.5043,0.8797,-0.5579,0.2279,-1.088,0.5672,-0.4645,0.3253,-0.9966,0.5901
175,0.6615,1.0262,0.614,0.8,1.4935,0.622,-0.5382,0.6104,-1.1224,-0.9247,1.1393,-0.7282,0.7093,-0.3144,1.0252,-0.3402,0.1383,-0.2948,1.0156,-0.1617,0.8259,-0.5208,0.9962,-0.384,0.6325,-0.5023,-0.4026,-1.2594,-0.0624,-1.5339,0.5005,0.9692,0.6164,-0.3829,1.0015,-0.4377,0.1945,-1.1045,0.6963,-0.3386,0.3207,-0.9878,0.7072
180,0.7012,1.0389,0.7617,0.9559,1.6106,0.7596,-0.4133,0.6464,-1.088,-0.8989,1.2217,-0.6387,0.8501,-0.1702,1.1626,-0.2173,0.2578,-0.1725,1.1561,-0.0265,0.9206,-0.4295,1.1035,-0.2791,0.6544,-0.4855,-0.555,-1.3628,-0.1399,-1.6062,0.4901,1.1094,0.7428,-0.2588,1.1153,-0.328,0.1515,-1.1356,0.8254,-0.2124,0.3053,-0.9944,0.8034
185,0.7383,1.0562,0.9046,1.0943,1.6822,0.8987,-0.2846,0.6744,-1.0645,-0.8789,1.305,-0.5543,0.9859,-0.0324,1.2873,-0.11,0.3782,-0.0519,1.2886,0.0968,0.9982,-0.3586,1.2138,-0.1707,0.6571,-0.4943,-0.7044,-1.4683,-0.2181,-1.6843,0.4525,1.227,0.8691,-0.1349,1.2198,-0.2315,0.1023,-1.1778,0.953,-0.0886,0.2815,-1.014,0.878
190,0.7723,1.0826,1.0455,1.2172,1.7143,1.0405,-0.1528,0.6982,-1.0489,-0.8671,1.3913,-0.4749,1.1185,0.1013,1.4007,-0.0171,0.5013,0.0659,1.4144,0.2102,1.0616,-0.3057,1.3268,-0.0613,0.6464,-0.5212,-0.8429,-1.5704,-0.2919,-1.7622,0.3958,1.3257,0.9968,-0.0117,1.317,-0.1469,0.0525,-1.2257,1.0803,0.0327,0.2543,-1.0417,0.9346
195,0.8048,1.1165,1.1906,1.331,1.7184,1.1898,-0.0171,0.7247,-1.0346,-0.8657,1.4833,-0.3961,1.2539,0.2361,1.5083,0.0677,0.6305,0.1856,1.5381,0.3198,1.1179,-0.2641,1.4438,0.0491,0.6312,-0.5556,-0.9624,-1.6628,-0.3556,-1.8329,0.3318,1.4133,1.1295,0.1134,1.4119,-0.0682,0.0094,-1.2715,1.2112,0.1547,0.2311,-1.07,0.9813
200,0.8388,1.1549,1.3467,1.4434,1.7069,1.3522,0.1252,0.7595,-1.0144,-0.8747,1.5834,-0.3117,1.3992,0.3781,1.6165,0.1527,0.7713,0.3141,1.6655,0.4333,1.1742,-0.2255,1.5679,0.1626,0.6194,-0.5865,-1.0603,-1.7399,-0.4059,-1.8902,0.2697,1.499,1.2727,0.245,1.5099,0.0122,-0.0218,-1.3078,1.3512,0.2827,0.2174,-1.0913,1.0264
205,0.8783,1.1961,1.5199,1.5619,1.6895,1.5327,0.2769,0.8057,-0.9844,-0.8919,1.6936,-0.2186,1.5599,0.5323,1.7299,0.2444,0.9295,0.4566,1.8018,0.5562,1.2355,-0.1839,1.7039,0.2825,0.6157,-0.6063,-1.1384,-1.7969,-0.4424,-1.9302,0.2143,1.5904,1.4315,0.3871,1.6152,0.0995,-0.0399,-1.3295,1.5055,0.4209,0.2152,-1.1003,1.0762
210,0.9258,1.2394,1.7144,1.6918,1.673,1.734,0.439,0.8634,-0.9442,-0.9143,1.8143,-0.1174,1.7398,0.7018,1.8508,0.3458,1.108,0.6159,1.9511,0.6915,1.3034,-0.136,1.8542,0.4095,0.6222,-0.611,-1.1996,-1.8317,-0.4662,-1.9521,0.1687,1.6931,1.609,0.5415,1.7299,0.196,-0.0451,-1.3347,1.6774,0.5715,0.2246,-1.095,1.1343
215,0.9819,1.2853,1.9321,1.8357,1.662,1.9542,0.6113,0.9316,-0.8956,-0.9405,1.9447,-0.0105,1.9411,0.8882,1.9796,0.4574,1.3075,0.7938,2.1158,0.8397,1.3782,-0.0806,2.0168,0.5412,0.6395,-0.5995,-1.2451,-1.8464,-0.4791,-1.9574,0.1358,1.81,1.8049,0.7086,1.8546,0.3015,-0.0383,-1.3247,1.8671,0.7348,0.245,-1.0759,1.2023
220,1.0465,1.334,2.1732,1.9952,1.6609,2.1883,0.7942,1.0093,-0.8397,-0.9714,2.0825,0.0999,2.1633,1.0922,2.1165,0.5788,1.5275,0.9919,2.296,1.0007,1.4609,-0.0167,2.1895,0.6773,0.6696,-0.5715,-1.2737,-1.8463,-0.4804,-1.9484,0.1177,1.9431,2.0171,0.8889,1.989,0.4157,-0.0188,-1.3015,2.0729,0.9112,0.2771,-1.0445,1.2818
225,1.12,1.3838,2.4351,2.1712,1.6743,2.431,0.9894,1.0964,-0.7749,-1.0069,2.2246,0.2126,2.4029,1.3132,2.2616,0.7107,1.7649,1.2093,2.4896,1.1742,1.5532,0.0585,2.3699,0.8189,0.7144,-0.5258,-1.2834,-1.8348,-0.4689,-1.9256,0.1155,2.0935,2.2422,1.0827,2.1323,0.539,0.0146,-1.2653,2.2916,1.101,0.3223,-1.0005,1.3744
230,1.2018,1.4302,2.7117,2.3633,1.7047,2.6751,1.1964,1.1917,-0.6992,-1.0446,2.3681,0.3271,2.6528,1.5479,2.4148,0.8536,2.012,1.4406,2.6921,1.3589,1.6556,0.1472,2.5523,0.9658,0.7742,-0.4619,-1.2741,-1.812,-0.4441,-1.888,0.1267,2.2599,2.473,1.2877,2.2826,0.6717,0.0619,-1.2153,2.5168,1.3019,0.3807,-0.9428,1.4808
235,1.2892,1.4697,2.9936,2.5676,1.7514,2.9108,1.4089,1.2923,-0.6114,-1.0795,2.5076,0.4439,2.9029,1.7909,2.5728,1.0063,2.2582,1.6778,2.8959,1.5513,1.7654,0.2493,2.7271,1.1147,0.8465,-0.3811,-1.2479,-1.7766,-0.407,-1.8343,0.1449,2.4375,2.6998,1.4981,2.4354,0.8127,0.121,-1.1509,2.739,1.5087,0.4499,-0.8708,1.5985
240,1.3784,1.4999,3.2695,2.7759,1.8094,3.1272,1.6176,1.3927,-0.5123,-1.1054,2.6357,0.5629,3.1415,2.035,2.7285,1.1652,2.4918,1.9105,3.0904,1.7463,1.8765,0.362,2.8839,1.2603,0.926,-0.2872,-1.209,-1.7276,-0.3601,-1.7639,0.1628,2.6183,2.9111,1.7058,2.5828,0.9591,0.1874,-1.0728,2.947,1.7139,0.5252,-0.7858,1.7218
245,1.4639,1.5169,3.5271,2.9774,1.8724,3.316,1.8146,1.4866,-0.4028,-1.1175,2.7443,0.6831,3.3573,2.2709,2.8724,1.3241,2.7025,2.1276,3.2646,1.9366,1.9815,0.4809,3.0153,1.3988,1.0066,-0.1845,-1.1616,-1.6643,-0.3069,-1.6762,0.1769,2.7923,3.0978,1.903,2.7157,1.1062,0.2562,-0.9819,3.1311,1.9097,0.6012,-0.6894,1.8432
250,1.5408,1.518,3.7541,3.1597,1.9341,3.4701,1.9917,1.57,-0.2826,-1.1136,2.8268,0.8018,3.5402,2.4867,2.9952,1.4762,2.882,2.3188,3.4092,2.1131,2.0742,0.6018,3.1165,1.5259,1.0838,-0.0764,-1.1073,-1.5845,-0.2496,-1.5701,0.1881,2.9493,3.2522,2.0808,2.8263,1.2482,0.3242,-0.8784,3.2836,2.0872,0.6742,-0.5824,1.9555
255,1.6071,1.5043,3.9379,3.3104,1.9878,3.5824,2.1415,1.6396,-0.1539,-1.0924,2.8788,0.914,3.6811,2.6688,3.0902,1.6145,3.0222,2.474,3.5173,2.2652,2.1499,0.7195,3.1815,1.6354,1.154,0.0334,-1.0476,-1.4862,-0.1897,-1.445,0.1971,3.0787,3.3668,2.2299,2.909,1.3783,0.3891,-0.7629,3.3969,2.237,0.7412,-0.4664,2.0518
260,1.6614,1.4784,4.0672,3.4194,2.0273,3.646,2.2585,1.6928,-0.0204,-1.0533,2.899,1.0143,3.7726,2.8049,3.1527,1.7327,3.1155,2.5843,3.5847,2.3835,2.205,0.8289,3.2047,1.7204,1.2142,0.1417,-0.9833,-1.3691,-0.1281,-1.3015,0.2029,3.1713,3.4347,2.342,2.9603,1.4899,0.4489,-0.6373,3.4647,2.3503,0.8001,-0.3441,2.1268
265,1.7014,1.4408,4.1332,3.4789,2.0474,3.6554,2.3373,1.7271,0.1143,-0.9963,2.8875,1.0997,3.8084,2.8865,3.1781,1.8256,3.1563,2.6427,3.6072,2.4617,2.2363,0.9258,3.1836,1.7755,1.2619,0.2459,-0.9158,-1.2347,-0.0659,-1.1411,0.2045,3.2198,3.4509,2.4105,2.9773,1.5782,0.5018,-0.5039,3.4822,2.4208,0.8487,-0.218,2.1756
270,1.7211,1.389,4.1311,3.4844,2.0448,3.6105,2.3752,1.7414,0.2462,-0.9201,2.8439,1.1696,3.7839,2.9102,3.1632,1.89,3.1419,2.6468,3.581,2.4976,2.2418,1.0067,3.1195,1.8009,1.2952,0.344,-0.8472,-1.0864,-0.0043,-0.9672,0.2016,3.2201,3.414,2.4333,2.9575,1.641,0.5463,-0.3658,3.4474,2.4461,0.8854,-0.0913,2.1954
275,1.7153,1.323,4.0611,3.4359,2.0182,3.5144,2.3727,1.7365,0.3708,-0.8257,2.768,1.2243,3.6984,2.8776,3.1079,1.9242,3.0733,2.5982,3.5047,2.4922,2.2212,1.0685,3.015,1.8001,1.3134,0.4333,-0.7782,-0.9289,0.0563,-0.7848,0.1934,3.1717,3.3253,2.4122,2.9004,1.6773,0.582,-0.2274,3.3612,2.4282,0.9098,0.0318,2.1855
280,1.6833,1.2482,3.9276,3.3358,1.9661,3.371,2.3305,1.7127,0.482,-0.7179,2.6623,1.2625,3.5541,2.7931,3.0148,1.9266,2.9543,2.5015,3.381,2.4473,2.1756,1.1077,2.8734,1.7762,1.3163,0.509,-0.7076,-0.7711,0.1151,-0.6021,0.1774,3.0765,3.1882,2.3503,2.8084,1.686,0.6091,-0.0955,3.2268,2.3697,0.9224,0.1451,2.146
285,1.6258,1.1702,3.7367,3.1879,1.8865,3.1869,2.2495,1.6702,0.5728,-0.6037,2.5319,1.2811,3.3564,2.6614,2.8875,1.8952,2.7913,2.3625,3.2148,2.364,2.1063,1.1198,2.7011,1.7301,1.3029,0.5648,-0.6351,-0.6229,0.1711,-0.4289,0.1509,2.937,3.0089,2.2509,2.6851,1.665,0.6273,0.0215,3.0501,2.2735,0.9231,0.2411,2.0771
290,1.5442,1.0936,3.496,2.9961,1.7774,2.9701,2.1326,1.6083,0.6365,-0.4907,2.3797,1.2762,3.1133,2.4859,2.7283,1.8272,2.5906,2.1866,3.0114,2.2414,2.013,1.0999,2.5047,1.6599,1.2712,0.5944,-0.5622,-0.4911,0.2218,-0.2742,0.114,2.7565,2.7947,2.1162,2.5331,1.6112,0.6348,0.1164,2.838,2.1413,0.9104,0.3131,1.9785
295,1.442,1.0234,3.2145,2.7656,1.6394,2.7311,1.9843,1.5271,0.6682,-0.3852,2.2068,1.2427,2.8346,2.27,2.5393,1.7209,2.3595,1.9796,2.7761,2.0794,1.8956,1.0452,2.2895,1.5639,1.2194,0.5936,-0.49,-0.3803,0.2652,-0.1449,0.0695,2.5398,2.5537,1.9495,2.3545,1.522,0.6304,0.1841,2.5982,1.9754,0.8835,0.3563,1.8507
300,1.3243,0.9619,2.9039,2.5043,1.4755,2.4815,1.8093,1.4289,0.6666,-0.2919,2.0156,1.1769,2.5325,2.0203,2.325,1.5784,2.1075,1.7488,2.5162,1.8817,1.7568,0.9563,2.0611,1.4427,1.1482,0.5618,-0.419,-0.2914,0.3013,-0.045,0.0198,2.2946,2.2957,1.7553,2.1534,1.3983,0.6149,0.223,2.3398,1.7805,0.8433,0.3696,1.6966
305,1.1979,0.9091,2.5755,2.2208,1.2902,2.2268,1.6125,1.3157,0.6327,-0.2143,1.8099,1.0779,2.218,1.745,2.0897,1.4037,1.8439,1.5029,2.2394,1.6549,1.5993,0.8363,1.8244,1.2964,1.0585,0.5005,-0.3502,-0.2237,0.3293,0.0241,-0.0347,2.0288,2.0283,1.5392,1.9346,1.2432,0.5883,0.2334,2.0705,1.5623,0.7905,0.354,1.5202
310,1.0702,0.8662,2.2391,1.9233,1.0884,1.9675,1.3998,1.1883,0.569,-0.1532,1.5946,0.9499,1.9005,1.4531,1.838,1.2027,1.5762,1.2505,1.953,1.407,1.4253,0.6896,1.5836,1.1274,0.9512,0.4123,-0.2865,-0.1751,0.3467,0.0629,-0.0934,1.7503,1.757,1.3077,1.7027,1.0623,0.5499,0.2173,1.7962,1.3275,0.725,0.3117,1.3258
315,0.9455,0.8356,1.903,1.6196,0.8756,1.7068,1.1766,1.0484,0.478,-0.1079,1.3754,0.7984,1.5882,1.1532,1.5765,0.9817,1.3117,0.9972,1.6651,1.1459,1.2385,0.5213,1.3443,0.9418,0.8292,0.3007,-0.23,-0.1435,0.3511,0.0728,-0.152,1.4661,1.4877,1.0672,1.4639,0.8618,0.4997,0.177,1.5232,1.083,0.6474,0.2459,1.1186
320,0.8233,0.8175,1.574,1.3168,0.6575,1.4524,0.9484,0.8986,0.3618,-0.0782,1.1568,0.6286,1.2876,0.8527,1.312,0.747,1.0571,0.7482,1.383,0.8788,1.043,0.3365,1.1132,0.7473,0.696,0.1695,-0.181,-0.1293,0.3415,0.0558,-0.2064,1.1828,1.2276,0.8241,1.2237,0.6477,0.4388,0.1145,1.2587,0.8351,0.5596,0.1589,0.9042
325,0.7006,0.8091,1.258,1.0214,0.44,1.2145,0.7218,0.7423,0.2241,-0.0642,0.9425,0.4463,1.0034,0.5576,1.0506,0.5052,0.8179,0.509,1.1124,0.6125,0.8433,0.1409,0.8989,0.5513,0.5559,0.0228,-0.1387,-0.1346,0.3183,0.014,-0.2551,0.9064,0.9837,0.5849,0.9872,0.4262,0.3695,0.0316,1.0094,0.5904,0.4642,0.0534,0.6882
330,0.5766,0.8069,0.9596,0.7392,0.2292,0.9997,0.5033,0.5838,0.0701,-0.0657,0.737,0.2576,0.7385,0.2733,0.7983,0.2633,0.5981,0.284,0.8576,0.3533,0.6441,-0.0595,0.7066,0.3599,0.4126,-0.1343,-0.1035,-0.1597,0.2835,-0.0503,-0.2987,0.6427,0.7607,0.3551,0.7592,0.2037,0.2941,-0.0686,0.7801,0.3548,0.3641,-0.0667,0.4759
335,0.4542,0.809,0.6828,0.4746,0.0309,0.81,0.3002,0.428,-0.0933,-0.0819,0.5443,0.0686,0.4951,0.005,0.5601,0.0284,0.3999,0.0766,0.6218,0.1068,0.45,-0.2581,0.5367,0.1788,0.2697,-0.2954,-0.0764,-0.201,0.2401,-0.1334,-0.3373,0.3961,0.5605,0.1402,0.544,-0.0136,0.2154,-0.1808,0.5727,0.1335,0.2623,-0.1962,0.2722
340,0.3373,0.8155,0.4297,0.2298,-0.1504,0.6467,0.1181,0.2789,-0.2593,-0.1109,0.367,-0.1162,0.2751,-0.2424,0.3394,-0.194,0.2243,-0.1109,0.4071,-0.1232,0.2649,-0.4498,0.3871,0.0139,0.1304,-0.4543,-0.0569,-0.2525,0.1921,-0.2302,-0.3683,0.1697,0.3833,-0.0553,0.3446,-0.2208,0.1361,-0.2991,0.388,-0.0689,0.1619,-0.3292,0.081
345,0.2304,0.8259,0.2008,0.0047,-0.3134,0.5091,-0.0418,0.139,-0.4226,-0.1511,0.2066,-0.2934,0.0788,-0.4671,0.1378,-0.4006,0.0711,-0.2773,0.2138,-0.3352,0.0912,-0.6314,0.2555,-0.1332,-0.0032,-0.6069,-0.0435,-0.3086,0.1425,-0.3357,-0.3897,-0.036,0.2286,-0.2298,0.1624,-0.4151,0.0587,-0.4184,0.2257,-0.2509,0.0652,-0.461,-0.0963
350,0.1355,0.8388,-0.0048,-0.2028,-0.4582,0.3948,-0.1814,0.0106,-0.579,-0.2017,0.0657,-0.4591,-0.0944,-0.6698,-0.0449,-0.5899,-0.0603,-0.4229,0.0413,-0.5288,-0.0695,-0.8011,0.142,-0.2647,-0.1298,-0.7508,-0.0351,-0.3658,0.0936,-0.4447,-0.4001,-0.2219,0.0955,-0.3847,-0.0019,-0.5947,-0.0152,-0.5351,0.0847,-0.4135,-0.026,-0.5883,-0.2592
355,0.0505,0.8521,-0.1894,-0.3955,-0.5872,0.2991,-0.3044,-0.1054,-0.7268,-0.2593,-0.0546,-0.6101,-0.2474,-0.8523,-0.2106,-0.7622,-0.1729,-0.5501,-0.1125,-0.7045,-0.2177,-0.9591,0.0459,-0.3824,-0.2495,-0.8861,-0.0327,-0.4235,0.0451,-0.5547,-0.4002,-0.3907,-0.0188,-0.5223,-0.1489,-0.759,-0.0856,-0.6478,-0.0375,-0.5588,-0.1121,-0.71,-0.4091
360,-0.027,0.865,-0.3544,-0.575,-0.7029,0.2182,-0.4122,-0.2096,-0.8647,-0.3187,-0.1542,-0.7445,-0.3823,-1.0151,-0.3614,-0.9171,-0.2698,-0.6611,-0.2496,-0.8619,-0.3545,-1.1052,-0.0334,-0.4859,-0.3637,-1.0137,-0.0396,-0.4827,-0.0041,-0.6645,-0.3939,-0.5441,-0.1168,-0.6436,-0.2799,-0.9072,-0.1543,-0.7564,-0.1434,-0.6872,-0.1943,-0.8262,-0.5473
365,-0.0968,0.8794,-0.4984,-0.7401,-0.8067,0.1526,-0.5032,-0.3009,-0.9908,-0.3759,-0.2329,-0.8608,-0.4976,-1.1556,-0.4967,-1.0523,-0.3509,-0.7562,-0.3681,-0.9976,-0.4783,-1.2374,-0.094,-0.5745,-0.471,-1.133,-0.056,-0.544,-0.0528,-0.7724,-0.3845,-0.6817,-0.1975,-0.7474,-0.394,-1.037,-0.2202,-0.8601,-0.2316,-0.7974,-0.2718,-0.9355,-0.673
