time,VEOG,HEOG,FZ,CZ,PZ,F7,F8,T5,T6,A2,T3,T4,F3,F4,C3,C4,AF3,AF4,FC3,FC4,CP3,CP4,FT7,FT8,P3,P4,PO7,PO8,P5,P6,OZ,Midline,LF,RF,LC,RC,LP,RP,LF_5s,RF_5s,LP_5s,RP_5s,ROI
35,-0.3908,0.0606,-1.576,-1.6016,-1.137,-0.8368,-1.0424,-0.5269,-1.0259,-0.2464,-0.4684,-0.9353,-1.2574,-1.6438,-1.0961,-1.4088,-1.0665,-1.2246,-1.135,-1.5408,-0.993,-1.3208,-0.5651,-0.8139,-0.8791,-1.231,-0.0637,-0.4572,-0.169,-0.7118,-0.1716,-1.4382,-0.9314,-1.1812,-0.9231,-1.3014,-0.4097,-0.8565,-0.9722,-1.2531,-0.5263,-0.9493,-1.167
40,-0.3619,0.064,-1.5542,-1.5334,-1.0503,-0.8206,-1.0223,-0.4909,-0.9935,-0.2577,-0.4375,-0.9034,-1.2295,-1.6207,-1.0598,-1.358,-1.0465,-1.2075,-1.1072,-1.5067,-0.9436,-1.2645,-0.5469,-0.7806,-0.8346,-1.1901,-0.0603,-0.4634,-0.1528,-0.7102,-0.1423,-1.3793,-0.9109,-1.1578,-0.887,-1.2581,-0.3847,-0.8393,-0.9502,-1.2276,-0.4965,-0.9243,-1.1118
45,-0.3284,0.064,-1.5199,-1.4571,-0.9631,-0.7996,-0.9889,-0.4547,-0.9617,-0.2639,-0.4076,-0.8668,-1.1921,-1.5842,-1.0168,-1.3021,-1.0197,-1.1805,-1.0718,-1.4636,-0.893,-1.209,-0.5284,-0.7377,-0.7923,-1.1544,-0.0654,-0.4829,-0.1426,-0.7156,-0.1306,-1.3134,-0.8849,-1.1228,-0.8473,-1.2104,-0.3637,-0.8286,-0.9223,-1.191,-0.4696,-0.9047,-1.0539
50,-0.294,0.0582,-1.471,-1.3725,-0.8764,-0.771,-0.9415,-0.4197,-0.9306,-0.2632,-0.3779,-0.8237,-1.1446,-1.5318,-0.9652,-1.2408,-0.9843,-1.1416,-1.0274,-1.4101,-0.8417,-1.1546,-0.5074,-0.6862,-0.7525,-1.1243,-0.0793,-0.514,-0.1398,-0.7281,-0.1341,-1.24,-0.8519,-1.0753,-0.8031,-1.1573,-0.3478,-0.8243,-0.887,-1.1423,-0.4466,-0.8903,-0.9933
55,-0.2612,0.0439,-1.4088,-1.2807,-0.79,-0.736,-0.8818,-0.3865,-0.8991,-0.2554,-0.3467,-0.7735,-1.0881,-1.4649,-0.9053,-1.1746,-0.9397,-1.0922,-0.974,-1.3466,-0.7897,-1.1002,-0.4827,-0.6293,-0.714,-1.0973,-0.0992,-0.5506,-0.143,-0.7451,-0.1458,-1.1598,-0.8116,-1.017,-0.7539,-1.0987,-0.3357,-0.823,-0.8441,-1.083,-0.4265,-0.8785,-0.9298
60,-0.2299,0.0207,-1.3382,-1.1854,-0.7037,-0.6978,-0.8134,-0.3554,-0.8676,-0.2422,-0.3143,-0.7187,-1.0256,-1.3893,-0.8402,-1.1054,-0.8881,-1.0361,-0.9148,-1.2762,-0.7377,-1.0453,-0.4533,-0.571,-0.6748,-1.0697,-0.1213,-0.5862,-0.1494,-0.7631,-0.1579,-1.0757,-0.7662,-0.9524,-0.7018,-1.0364,-0.3252,-0.8216,-0.7959,-1.0172,-0.4077,-0.8664,-0.864
65,-0.1984,-0.0072,-1.2657,-1.0918,-0.6175,-0.6604,-0.7422,-0.3273,-0.837,-0.2262,-0.283,-0.6643,-0.9612,-1.313,-0.7743,-1.0374,-0.8332,-0.978,-0.8551,-1.2045,-0.6875,-0.9903,-0.4203,-0.5152,-0.6335,-1.0391,-0.1416,-0.6167,-0.1563,-0.7802,-0.1641,-0.9917,-0.7188,-0.8871,-0.65,-0.9741,-0.3147,-0.8183,-0.746,-0.9506,-0.3892,-0.8527,-0.798
70,-0.1672,-0.0335,-1.1954,-1.0041,-0.5314,-0.6252,-0.6736,-0.3029,-0.8093,-0.2108,-0.2543,-0.6151,-0.8981,-1.2415,-0.7115,-0.9739,-0.7769,-0.9207,-0.7981,-1.1362,-0.6402,-0.9362,-0.3855,-0.4637,-0.5897,-1.0044,-0.1556,-0.6405,-0.1612,-0.796,-0.158,-0.9103,-0.6714,-0.8249,-0.601,-0.9154,-0.3024,-0.8126,-0.6968,-0.8871,-0.3699,-0.8373,-0.7334
75,-0.1385,-0.0525,-1.1279,-0.9238,-0.4464,-0.5891,-0.6107,-0.2836,-0.7867,-0.2002,-0.2285,-0.575,-0.8377,-1.1762,-0.6549,-0.9168,-0.72,-0.8638,-0.7453,-1.0738,-0.5975,-0.8848,-0.3494,-0.417,-0.5448,-0.967,-0.1613,-0.6592,-0.1641,-0.8124,-0.1374,-0.8327,-0.6241,-0.7669,-0.5565,-0.8626,-0.2885,-0.8063,-0.6483,-0.8283,-0.3503,-0.822,-0.6719
80,-0.1123,-0.0636,-1.0611,-0.8513,-0.3658,-0.5496,-0.5556,-0.2713,-0.7713,-0.1976,-0.2059,-0.5456,-0.7795,-1.1151,-0.6067,-0.8671,-0.662,-0.8059,-0.6964,-1.0179,-0.5616,-0.8388,-0.3134,-0.3758,-0.5035,-0.931,-0.1616,-0.6756,-0.1682,-0.8323,-0.1066,-0.7594,-0.5761,-0.7131,-0.5176,-0.8173,-0.2761,-0.8025,-0.6002,-0.7741,-0.3332,-0.8098,-0.6163
85,-0.0874,-0.0699,-0.992,-0.7852,-0.294,-0.5064,-0.5056,-0.2677,-0.7651,-0.2039,-0.1876,-0.5268,-0.7217,-1.0552,-0.5674,-0.8248,-0.6015,-0.7458,-0.6498,-0.9676,-0.5346,-0.801,-0.2787,-0.3409,-0.4711,-0.9013,-0.1633,-0.6922,-0.1788,-0.8578,-0.075,-0.6904,-0.5271,-0.6619,-0.4848,-0.78,-0.2702,-0.8041,-0.5516,-0.723,-0.3231,-0.8035,-0.5689
90,-0.0628,-0.0741,-0.918,-0.7236,-0.2349,-0.4601,-0.4554,-0.2739,-0.7701,-0.217,-0.1741,-0.5193,-0.662,-0.994,-0.5353,-0.7902,-0.5371,-0.6838,-0.6036,-0.9219,-0.5175,-0.774,-0.2452,-0.3126,-0.4519,-0.8822,-0.1729,-0.7116,-0.2007,-0.8906,-0.0529,-0.6255,-0.4761,-0.6114,-0.4576,-0.7514,-0.2749,-0.8136,-0.5016,-0.6735,-0.3234,-0.8057,-0.5313
95,-0.0384,-0.0746,-0.8363,-0.6632,-0.1891,-0.4108,-0.4032,-0.2886,-0.7867,-0.2343,-0.1632,-0.5226,-0.5985,-0.9298,-0.5075,-0.7621,-0.4678,-0.6192,-0.5559,-0.8789,-0.5088,-0.758,-0.2109,-0.2898,-0.4462,-0.8749,-0.1925,-0.733,-0.2351,-0.9301,-0.0451,-0.5629,-0.422,-0.5605,-0.4339,-0.7304,-0.2906,-0.8312,-0.4488,-0.6242,-0.3343,-0.8165,-0.5024
100,-0.0142,-0.0662,-0.7442,-0.6002,-0.1535,-0.3571,-0.35,-0.3073,-0.8117,-0.254,-0.1511,-0.5327,-0.5285,-0.8598,-0.4799,-0.737,-0.3921,-0.5499,-0.504,-0.8344,-0.5038,-0.7498,-0.1736,-0.2699,-0.4493,-0.8754,-0.2176,-0.7523,-0.2778,-0.9722,-0.0483,-0.4993,-0.3628,-0.5074,-0.4097,-0.7135,-0.313,-0.8529,-0.3911,-0.5728,-0.3512,-0.8323,-0.4782
105,0.0128,-0.0465,-0.6402,-0.5314,-0.122,-0.2985,-0.2983,-0.3242,-0.8391,-0.2753,-0.1342,-0.5451,-0.4496,-0.7818,-0.4474,-0.7113,-0.3095,-0.4741,-0.4447,-0.7852,-0.4966,-0.7439,-0.1336,-0.251,-0.4535,-0.8758,-0.24,-0.7618,-0.3216,-1.0102,-0.0543,-0.4312,-0.2978,-0.4513,-0.3807,-0.6964,-0.3348,-0.8717,-0.3272,-0.5181,-0.3672,-0.8462,-0.4532
110,0.0484,-0.0183,-0.5265,-0.4565,-0.0884,-0.2367,-0.2503,-0.3343,-0.8627,-0.2977,-0.112,-0.5564,-0.3623,-0.6966,-0.4063,-0.6829,-0.2221,-0.393,-0.3767,-0.7302,-0.4817,-0.7349,-0.0927,-0.2331,-0.4506,-0.8672,-0.2527,-0.7537,-0.3587,-1.0371,-0.0551,-0.3571,-0.2284,-0.3932,-0.3442,-0.6761,-0.3491,-0.8802,-0.2581,-0.4606,-0.3756,-0.8511,-0.4225
115,0.0947,0.0117,-0.4075,-0.3768,-0.0455,-0.1751,-0.2076,-0.3343,-0.8769,-0.3205,-0.0854,-0.5645,-0.2698,-0.6068,-0.3551,-0.6512,-0.134,-0.3094,-0.3018,-0.671,-0.4558,-0.7177,-0.0517,-0.2169,-0.4342,-0.8417,-0.253,-0.7242,-0.3838,-1.0477,-0.0453,-0.2766,-0.1577,-0.3352,-0.2995,-0.6511,-0.3513,-0.8726,-0.1865,-0.4024,-0.3722,-0.8416,-0.3829
120,0.1486,0.0368,-0.288,-0.2928,0.0146,-0.1179,-0.1707,-0.3225,-0.8773,-0.3417,-0.0561,-0.5673,-0.1763,-0.5148,-0.2946,-0.6141,-0.0492,-0.2257,-0.2227,-0.6083,-0.4166,-0.6876,-0.0121,-0.2023,-0.3993,-0.7932,-0.2421,-0.6744,-0.3947,-1.0399,-0.02,-0.1887,-0.0889,-0.2784,-0.2475,-0.6193,-0.3397,-0.8462,-0.1157,-0.3443,-0.355,-0.8145,-0.3309
125,0.2053,0.0543,-0.1705,-0.202,0.1006,-0.0672,-0.1379,-0.2981,-0.8615,-0.3589,-0.026,-0.5627,-0.0841,-0.4204,-0.2256,-0.5682,0.0306,-0.1437,-0.1417,-0.5407,-0.3626,-0.6408,0.0235,-0.1874,-0.3428,-0.7185,-0.222,-0.6104,-0.3914,-1.0151,0.0259,-0.0906,-0.0243,-0.2223,-0.189,-0.5781,-0.3136,-0.8014,-0.0478,-0.286,-0.3234,-0.7693,-0.2634
130,0.2611,0.0644,-0.055,-0.1012,0.218,-0.0239,-0.1061,-0.2638,-0.8294,-0.3728,0.0027,-0.5488,0.0068,-0.3216,-0.1494,-0.5091,0.1062,-0.0638,-0.0596,-0.4657,-0.2945,-0.575,0.0535,-0.1702,-0.2654,-0.6186,-0.1972,-0.5432,-0.3781,-0.9787,0.0948,0.0206,0.0356,-0.1654,-0.1252,-0.5246,-0.2761,-0.7425,0.0166,-0.2255,-0.2798,-0.709,-0.1787
135,0.3156,0.0694,0.0593,0.0117,0.3665,0.0128,-0.0718,-0.2244,-0.7839,-0.3847,0.0292,-0.5238,0.0966,-0.2177,-0.0668,-0.4349,0.1784,0.015,0.0234,-0.3812,-0.2154,-0.4906,0.0797,-0.148,-0.1729,-0.4989,-0.1771,-0.4854,-0.3625,-0.9387,0.183,0.1458,0.0919,-0.1056,-0.0574,-0.4576,-0.2342,-0.6767,0.0782,-0.1607,-0.2305,-0.6395,-0.0782
140,0.3684,0.0714,0.1738,0.1374,0.5404,0.0474,-0.0307,-0.1841,-0.7291,-0.3931,0.0555,-0.4868,0.1867,-0.109,0.0223,-0.3464,0.2472,0.0929,0.1085,-0.2872,-0.1286,-0.3913,0.1051,-0.1177,-0.0736,-0.3685,-0.1729,-0.4494,-0.3531,-0.9035,0.2825,0.2839,0.1466,-0.0411,0.0144,-0.378,-0.1959,-0.6126,0.139,-0.0904,-0.1825,-0.5684,0.0344
145,0.4171,0.0713,0.2897,0.2739,0.7308,0.0852,0.0206,-0.1454,-0.6695,-0.394,0.0845,-0.4393,0.2778,0.0022,0.1181,-0.2484,0.3131,0.1699,0.1968,-0.1861,-0.0376,-0.2836,0.1318,-0.0789,0.0238,-0.2373,-0.1924,-0.4425,-0.356,-0.8796,0.3849,0.4315,0.202,0.0284,0.0905,-0.2894,-0.1675,-0.5572,0.2009,-0.0145,-0.1415,-0.5025,0.1537
150,0.4598,0.0685,0.4056,0.4167,0.926,0.1296,0.0811,-0.1123,-0.6113,-0.3839,0.1173,-0.3852,0.3692,0.1115,0.2183,-0.1478,0.3775,0.2457,0.2878,-0.0829,0.0528,-0.1752,0.1595,-0.0337,0.1109,-0.1154,-0.2391,-0.4652,-0.376,-0.8715,0.4816,0.5828,0.259,0.1012,0.1691,-0.1978,-0.1541,-0.5158,0.2647,0.0644,-0.1127,-0.4477,0.2725
155,0.4961,0.0618,0.5183,0.56,1.1136,0.1818,0.1474,-0.0891,-0.5607,-0.3637,0.1522,-0.3297,0.4601,0.2152,0.3196,-0.0507,0.4417,0.3188,0.3801,0.018,0.1376,-0.0733,0.1892,0.0161,0.1809,-0.0121,-0.313,-0.5142,-0.4159,-0.8833,0.5666,0.7306,0.3182,0.1744,0.2474,-0.1089,-0.1593,-0.4926,0.3306,0.1431,-0.0999,-0.4087,0.3841
160,0.5253,0.0509,0.6243,0.6981,1.2823,0.2416,0.2177,-0.078,-0.5235,-0.3381,0.1875,-0.276,0.5492,0.3115,0.4177,0.0393,0.5069,0.3876,0.4714,0.1144,0.213,0.0166,0.2239,0.0699,0.2299,0.0648,-0.4099,-0.5862,-0.4754,-0.9182,0.6352,0.8682,0.3804,0.2467,0.3224,-0.0264,-0.1834,-0.4908,0.3986,0.2202,-0.1041,-0.3893,0.4828
165,0.549,0.0371,0.721,0.8261,1.4233,0.3069,0.2905,-0.0776,-0.5023,-0.3119,0.2214,-0.2247,0.6351,0.4009,0.5087,0.1209,0.5724,0.4514,0.5591,0.2058,0.2767,0.0914,0.2655,0.128,0.2569,0.1103,-0.5221,-0.679,-0.5493,-0.9774,0.6848,0.9902,0.445,0.3177,0.3915,0.0483,-0.223,-0.5121,0.4678,0.2953,-0.1231,-0.3914,0.5655
170,0.5681,0.0226,0.8067,0.94,1.53,0.3727,0.3627,-0.0854,-0.4969,-0.2869,0.2532,-0.1761,0.7153,0.4834,0.5903,0.1931,0.6345,0.5093,0.6406,0.2914,0.3273,0.1489,0.3117,0.1893,0.2634,0.122,-0.6406,-0.7902,-0.6307,-1.0586,0.7126,1.0922,0.5085,0.3862,0.4528,0.1143,-0.2733,-0.5559,0.5349,0.3672,-0.1532,-0.415,0.63
175,0.5815,0.009,0.88,1.0359,1.5982,0.4338,0.4319,-0.099,-0.506,-0.2635,0.284,-0.1307,0.7872,0.5579,0.6606,0.2543,0.69,0.561,0.7128,0.3692,0.3645,0.188,0.3582,0.253,0.2515,0.1004,-0.758,-0.9165,-0.7136,-1.1571,0.7151,1.1714,0.5673,0.4509,0.5055,0.1702,-0.3298,-0.6198,0.5964,0.4346,-0.1909,-0.4582,0.6753
180,0.5883,-0.004,0.942,1.1129,1.629,0.4902,0.4993,-0.1147,-0.5249,-0.2421,0.3172,-0.0874,0.8502,0.6246,0.7202,0.3045,0.7392,0.6071,0.7754,0.4381,0.3904,0.2101,0.4049,0.3209,0.2258,0.051,-0.869,-1.0511,-0.7934,-1.2653,0.6921,1.228,0.6211,0.513,0.5508,0.2163,-0.3878,-0.6976,0.652,0.498,-0.2322,-0.5161,0.7031
185,0.5905,-0.0169,0.9967,1.1743,1.629,0.5469,0.5697,-0.127,-0.5459,-0.2237,0.3567,-0.0425,0.9067,0.685,0.7727,0.3476,0.7846,0.6502,0.8307,0.4994,0.4106,0.221,0.4561,0.3947,0.1935,-0.0154,-0.9695,-1.185,-0.8653,-1.3731,0.6482,1.2667,0.6736,0.5749,0.5927,0.2564,-0.4421,-0.7798,0.705,0.5598,-0.2716,-0.5797,0.7184
190,0.5915,-0.0285,1.0508,1.2273,1.6094,0.6122,0.6483,-0.1288,-0.561,-0.2096,0.4062,0.0094,0.9623,0.7432,0.8246,0.3903,0.8309,0.6946,0.8845,0.5575,0.4326,0.2289,0.5164,0.4746,0.1631,-0.0861,-1.0565,-1.3101,-0.9242,-1.471,0.5895,1.2958,0.7305,0.6402,0.637,0.2965,-0.4866,-0.8571,0.7613,0.6237,-0.3028,-0.6399,0.7296
195,0.5931,-0.0353,1.1134,1.2824,1.5835,0.6934,0.738,-0.1119,-0.5639,-0.2011,0.4697,0.0723,1.0256,0.8062,0.885,0.4396,0.8852,0.7465,0.9455,0.6191,0.4652,0.2421,0.5896,0.5616,0.1438,-0.149,-1.1283,-1.4211,-0.9648,-1.5523,0.5222,1.3264,0.7985,0.7131,0.6914,0.3433,-0.5153,-0.9216,0.8279,0.6943,-0.3192,-0.6888,0.7463
200,0.5971,-0.0342,1.1938,1.3502,1.5643,0.7944,0.8394,-0.0711,-0.5502,-0.2005,0.5518,0.1485,1.1049,0.8817,0.9619,0.5018,0.9557,0.8133,1.0225,0.6912,0.5159,0.269,0.6781,0.6571,0.1431,-0.1934,-1.1838,-1.5133,-0.9833,-1.6124,0.4527,1.3694,0.8833,0.7979,0.7631,0.4026,-0.5238,-0.9673,0.9111,0.7766,-0.3158,-0.7201,0.7774
205,0.6064,-0.0237,1.2998,1.4391,1.5627,0.9166,0.9543,-0.0048,-0.5168,-0.2095,0.6551,0.2379,1.2063,0.9768,1.0599,0.5817,1.0485,0.9013,1.121,0.7794,0.5889,0.3162,0.7849,0.7616,0.1657,-0.2103,-1.2214,-1.5802,-0.9785,-1.6473,0.3906,1.4339,0.9891,0.8985,0.8562,0.4788,-0.5098,-0.9887,1.0155,0.8747,-0.29,-0.7277,0.8291
210,0.6273,-0.0059,1.436,1.5537,1.5858,1.0615,1.0845,0.0857,-0.4612,-0.2285,0.7803,0.3394,1.3326,1.0965,1.18,0.6826,1.1667,1.0141,1.2427,0.8877,0.6849,0.3886,0.9133,0.8754,0.2134,-0.1935,-1.2409,-1.6156,-0.9516,-1.6538,0.3465,1.5252,1.1185,1.0176,0.972,0.5746,-0.4734,-0.981,1.1434,0.9916,-0.2417,-0.7071,0.9048
215,0.6657,0.0161,1.6023,1.6939,1.6346,1.2282,1.2306,0.1956,-0.3843,-0.2567,0.9239,0.4503,1.4843,1.2419,1.3197,0.8042,1.3103,1.1534,1.3864,1.0167,0.8004,0.4855,1.0635,0.9986,0.2831,-0.1424,-1.2451,-1.6196,-0.9072,-1.6324,0.3264,1.6436,1.2716,1.1561,1.1076,0.6892,-0.4184,-0.9447,1.2945,1.1283,-0.1746,-0.6587,1.0031
220,0.7208,0.0399,1.7942,1.8547,1.7036,1.4112,1.3915,0.3163,-0.294,-0.2925,1.0769,0.5661,1.6578,1.4093,1.4728,0.9412,1.4765,1.3168,1.5475,1.162,0.928,0.5999,1.2301,1.131,0.3677,-0.0639,-1.2391,-1.5993,-0.8525,-1.5886,0.3272,1.7842,1.4439,1.3122,1.2563,0.8173,-0.3519,-0.8865,1.4646,1.2821,-0.0959,-0.5892,1.1179
225,0.7862,0.0653,2.0052,2.0286,1.7837,1.6027,1.5625,0.4389,-0.1988,-0.3348,1.2297,0.682,1.8478,1.5934,1.6308,1.0863,1.6599,1.4988,1.7192,1.3173,1.059,0.7226,1.4034,1.2688,0.4583,0.0317,-1.2265,-1.5645,-0.7946,-1.5298,0.3394,1.9392,1.6285,1.4809,1.4097,0.952,-0.281,-0.8153,1.6466,1.4482,-0.013,-0.5078,1.241
230,0.8563,0.0924,2.2285,2.2078,1.866,1.7953,1.7376,0.5562,-0.104,-0.3826,1.3745,0.7943,2.0474,1.789,1.7851,1.2332,1.8541,1.6932,1.893,1.4765,1.1856,0.8456,1.5733,1.4049,0.5481,0.1355,-1.2076,-1.5205,-0.7375,-1.4604,0.3554,2.1007,1.8175,1.6562,1.5595,1.0874,-0.2102,-0.7374,1.8326,1.6203,0.0689,-0.4208,1.3647
235,0.9288,0.1205,2.4543,2.383,1.9426,1.9804,1.9103,0.6626,-0.0121,-0.4325,1.5044,0.8991,2.2462,1.9897,1.9271,1.3764,2.0507,1.892,2.059,1.6341,1.3012,0.9632,1.7306,1.5318,0.632,0.2409,-1.181,-1.4657,-0.6825,-1.3819,0.3722,2.26,2.002,1.831,1.6979,1.2182,-0.1422,-0.6547,2.0134,1.7916,0.1465,-0.3311,1.4822
240,1.0029,0.1453,2.6701,2.5432,2.0065,2.1482,2.0729,0.7529,0.0755,-0.4789,1.6122,0.9916,2.4313,2.1858,2.048,1.5095,2.239,2.0845,2.2055,1.783,1.3995,1.0699,1.8664,1.6448,0.7065,0.342,-1.1441,-1.397,-0.6295,-1.2948,0.3882,2.4066,2.1712,1.997,1.8163,1.3385,-0.0785,-0.5686,2.1781,1.9542,0.2171,-0.2409,1.5867
245,1.0757,0.1599,2.8615,2.6764,2.0514,2.2896,2.2193,0.8228,0.1573,-0.5151,1.6898,1.0698,2.5892,2.3654,2.1394,1.626,2.4075,2.2595,2.321,1.9149,1.4745,1.1613,1.9715,1.7425,0.7686,0.434,-1.0944,-1.3123,-0.5787,-1.1996,0.4013,2.5297,2.3145,2.1467,1.9062,1.443,-0.0204,-0.4802,2.3158,2.1003,0.2786,-0.1519,1.6717
250,1.1422,0.1596,3.0153,2.7725,2.0736,2.3968,2.3444,0.8698,0.234,-0.5337,1.7305,1.1347,2.7079,2.5174,2.1949,1.721,2.5462,2.4057,2.3966,2.0232,1.522,1.2349,2.0387,1.8228,0.8162,0.5145,-1.0318,-1.2117,-0.5302,-1.0954,0.409,2.6205,2.4224,2.2726,1.961,1.5284,0.031,-0.3897,2.4172,2.2227,0.3292,-0.0647,1.7324
255,1.1985,0.1433,3.1209,2.8263,2.0726,2.4627,2.4442,0.895,0.3081,-0.5285,1.7322,1.188,2.7785,2.6328,2.212,1.7916,2.6454,2.5131,2.428,2.1028,1.5413,1.291,2.064,1.8827,0.8492,0.5837,-0.957,-1.0969,-0.4815,-0.981,0.4105,2.6732,2.4877,2.3682,1.9784,1.5934,0.0764,-0.2965,2.4757,2.3151,0.3694,0.021,1.7668
260,1.2437,0.1123,3.1699,2.8361,2.0491,2.4806,2.5138,0.9006,0.3818,-0.4967,1.6978,1.2297,2.7953,2.7038,2.1914,1.8358,2.6973,2.5751,2.415,2.1495,1.5343,1.331,2.0464,1.9203,0.8689,0.6428,-0.8723,-0.9705,-0.4301,-0.8551,0.4047,2.685,2.5049,2.4282,1.9596,1.6365,0.1168,-0.2002,2.4869,2.3725,0.4003,0.106,1.775
265,1.2759,0.0683,3.1564,2.8021,2.0036,2.4451,2.5456,0.8891,0.4551,-0.4401,1.6303,1.257,2.7545,2.7242,2.1348,1.8515,2.6956,2.588,2.3577,2.1585,1.5033,1.3553,1.9865,1.9324,0.8763,0.692,-0.7805,-0.8355,-0.3744,-0.7181,0.3891,2.6541,2.4705,2.4476,1.9065,1.6556,0.1526,-0.1016,2.4479,2.3898,0.4228,0.1898,1.7575
270,1.2893,0.0134,3.0772,2.7247,1.9362,2.3543,2.5326,0.8622,0.5248,-0.3651,1.5312,1.2658,2.6539,2.6897,2.0436,1.8355,2.6361,2.5501,2.2552,2.1259,1.4505,1.3625,1.8855,1.9153,0.8719,0.7299,-0.6834,-0.6968,-0.3138,-0.5729,0.3615,2.5794,2.3824,2.4219,1.8201,1.6474,0.1842,-0.0037,2.357,2.3627,0.4375,0.2695,1.714
275,1.2795,-0.0486,2.933,2.6054,1.847,2.2093,2.4728,0.8208,0.5879,-0.2794,1.4026,1.2525,2.494,2.5994,1.919,1.7861,2.5182,2.4613,2.1081,2.0503,1.3772,1.3507,1.7447,1.867,0.855,0.7548,-0.5818,-0.5581,-0.2491,-0.4235,0.3234,2.4618,2.2416,2.3501,1.7017,1.6099,0.2112,0.0903,2.2149,2.2902,0.4444,0.3424,1.6446
280,1.2476,-0.1125,2.7278,2.4463,1.7365,2.0147,2.3675,0.7656,0.6424,-0.1884,1.2486,1.2163,2.2788,2.4552,1.7627,1.7036,2.3464,2.3231,1.919,1.933,1.2836,1.3192,1.5677,1.7874,0.8245,0.7664,-0.4781,-0.4213,-0.1824,-0.2736,0.279,2.3035,2.0519,2.2333,1.5535,1.543,0.2324,0.1785,2.0253,2.1732,0.4426,0.4066,1.5497
285,1.1963,-0.1752,2.4676,2.2492,1.6044,1.7767,2.2194,0.6957,0.6856,-0.0957,1.0739,1.1587,2.015,2.2602,1.5763,1.5895,2.1281,2.1377,1.6924,1.7762,1.1695,1.2675,1.3593,1.6784,0.7781,0.7638,-0.3764,-0.2897,-0.1179,-0.1278,0.2297,2.1071,1.8198,2.0739,1.378,1.448,0.2449,0.258,1.7943,2.0144,0.4298,0.4599,1.4293
290,1.1287,-0.2376,2.1599,2.0166,1.4501,1.5044,2.034,0.6113,0.7148,-0.0058,0.8829,1.0826,1.7115,2.0198,1.3632,1.4466,1.8715,1.9099,1.4346,1.5841,1.0346,1.196,1.1256,1.5435,0.7141,0.7457,-0.2815,-0.1677,-0.06,0.0088,0.1742,1.8756,1.5533,1.8768,1.1788,1.3273,0.246,0.3254,1.5295,1.8182,0.4037,0.4995,1.2841
295,1.0472,-0.3004,1.8139,1.7525,1.275,1.2099,1.8181,0.5141,0.7281,0.0769,0.6805,0.9905,1.3788,1.7417,1.1289,1.2791,1.5857,1.6495,1.1536,1.3626,0.8816,1.1064,0.8752,1.3874,0.6328,0.7117,-0.1955,-0.0588,-0.0104,0.1324,0.1122,1.6138,1.2624,1.6492,0.9611,1.1846,0.2352,0.3784,1.2406,1.5918,0.3645,0.524,1.1169
300,0.9546,-0.3604,1.4399,1.4634,1.0834,0.9072,1.58,0.4086,0.7243,0.1492,0.4728,0.8843,1.0273,1.4353,0.8811,1.0924,1.2801,1.3683,0.8586,1.1191,0.7155,1.0007,0.6173,1.216,0.5376,0.6624,-0.1179,0.0359,0.0316,0.2403,0.0457,1.3289,0.958,1.3999,0.732,1.0241,0.215,0.4157,0.9381,1.3437,0.3151,0.5327,0.9326
305,0.8534,-0.4127,1.0491,1.158,0.8821,0.6066,1.3288,0.3,0.7028,0.209,0.2664,0.7669,0.6672,1.1107,0.6292,0.8921,0.963,1.0747,0.5591,0.861,0.5436,0.8817,0.3604,1.035,0.4337,0.5998,-0.0474,0.1167,0.068,0.3312,-0.0231,1.0297,0.6493,1.1373,0.4996,0.8504,0.1886,0.4376,0.6313,1.082,0.2596,0.5264,0.7381
310,0.7466,-0.455,0.6524,0.8455,0.6781,0.3127,1.072,0.1925,0.6635,0.2553,0.0678,0.6406,0.3081,0.778,0.3818,0.6831,0.6431,0.7751,0.2642,0.5954,0.3725,0.7522,0.1113,0.848,0.3266,0.5259,0.0169,0.184,0.1001,0.4035,-0.0927,0.7253,0.3438,0.8683,0.2716,0.6678,0.159,0.4442,0.3279,0.8137,0.2017,0.5058,0.5403
315,0.6375,-0.4889,0.2607,0.535,0.4776,0.0276,0.8146,0.0886,0.6077,0.2875,-0.1187,0.5068,-0.041,0.4463,0.1457,0.4695,0.3289,0.4783,-0.0188,0.3289,0.2078,0.6147,-0.1243,0.6577,0.2211,0.4425,0.0753,0.2374,0.1282,0.4558,-0.1608,0.4244,0.0478,0.5992,0.054,0.48,0.1283,0.4359,0.0345,0.5452,0.1442,0.4716,0.345
320,0.5299,-0.5175,-0.1155,0.2354,0.2871,-0.2441,0.5613,-0.0093,0.5389,0.3054,-0.2908,0.3671,-0.3714,0.1243,-0.0739,0.2566,0.0286,0.1935,-0.2834,0.0687,0.0536,0.4729,-0.3415,0.4685,0.1213,0.3528,0.1287,0.2782,0.1528,0.4889,-0.222,0.1357,-0.2321,0.3369,-0.1486,0.2913,0.0984,0.4147,-0.2424,0.2833,0.0894,0.4264,0.158
325,0.4266,-0.5422,-0.466,-0.0445,0.113,-0.4968,0.3186,-0.0989,0.4611,0.3086,-0.4462,0.2235,-0.6746,-0.1795,-0.273,0.0507,-0.2499,-0.0719,-0.5244,-0.1776,-0.0865,0.3319,-0.5366,0.2852,0.0303,0.2608,0.179,0.3084,0.1749,0.5049,-0.2688,-0.1325,-0.4895,0.0881,-0.3325,0.1071,0.0713,0.3838,-0.4965,0.0349,0.0397,0.3734,-0.0155
