Experiment,         worklat,       value,     chindex,     chlabel,        bini,                         binlabel,grammar,word_type,ERPset,ID,Accuracy,subjectID,reading_speed,comprehension_score,Experiment,Sex,Age,Years of Formal Education,Occupation,Vividness,Control
,  [600.0  800.0],1.662,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
,  [600.0  800.0],4.014,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
,  [600.0  800.0],5.718,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
,  [600.0  800.0],1.871,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
,  [600.0  800.0],6.424,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
,  [600.0  800.0],4.049,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
,  [600.0  800.0],6.259,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
,  [600.0  800.0],4.699,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
,  [600.0  800.0],4.218,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
,  [600.0  800.0],3.555,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
,  [600.0  800.0],1.932,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
,  [600.0  800.0],3.417,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
,  [600.0  800.0],4.887,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
,  [600.0  800.0],5.046,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,25,25,0.94,,,,,,,,Student,,
,  [600.0  800.0],-3.534,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
,  [600.0  800.0],3.939,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
,  [600.0  800.0],2.428,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
,  [600.0  800.0],12.202,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
,  [600.0  800.0],5.448,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
,  [600.0  800.0],4.279,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
,  [600.0  800.0],2.642,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
,  [600.0  800.0],2.183,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
,  [600.0  800.0],5.045,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
,  [600.0  800.0],0.342,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
,  [600.0  800.0],3.855,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
,  [600.0  800.0],4.726,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
,  [600.0  800.0],3.85,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
,  [600.0  800.0],5.012,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
,  [600.0  800.0],5.803,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
,  [600.0  800.0],3.035,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
,  [600.0  800.0],5.461,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
,  [600.0  800.0],-0.399,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
,  [600.0  800.0],6.196,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
,  [600.0  800.0],4.045,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
,  [600.0  800.0],1.822,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
,  [600.0  800.0],0.435,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
,  [600.0  800.0],0.739,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
,  [600.0  800.0],0.952,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
,  [600.0  800.0],-0.852,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
,  [600.0  800.0],-0.229,40,       RF_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
,  [600.0  800.0],3.467,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
,  [600.0  800.0],1.428,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
,  [600.0  800.0],-0.277,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
,  [600.0  800.0],-0.243,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
,  [600.0  800.0],0.741,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
,  [600.0  800.0],-1.423,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
,  [600.0  800.0],1.895,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
,  [600.0  800.0],2.137,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
,  [600.0  800.0],2.23,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
,  [600.0  800.0],0.781,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
,  [600.0  800.0],2.488,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
,  [600.0  800.0],1.926,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
,  [600.0  800.0],-0.255,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
,  [600.0  800.0],-0.748,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
,  [600.0  800.0],0.769,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
,  [600.0  800.0],-0.415,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,25,25,0.94,,,,,,,,Student,,
,  [600.0  800.0],-4.512,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
,  [600.0  800.0],-2.898,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
,  [600.0  800.0],0.226,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
,  [600.0  800.0],4.768,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
,  [600.0  800.0],4.165,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
,  [600.0  800.0],2.3,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
,  [600.0  800.0],1.431,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
,  [600.0  800.0],1.143,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
,  [600.0  800.0],1.418,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
,  [600.0  800.0],-0.374,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
,  [600.0  800.0],-2.196,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
,  [600.0  800.0],4.087,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
,  [600.0  800.0],1.502,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
,  [600.0  800.0],-1.061,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
,  [600.0  800.0],5.135,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
,  [600.0  800.0],2.38,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
,  [600.0  800.0],2.522,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
,  [600.0  800.0],-1.463,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
,  [600.0  800.0],2.39,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
,  [600.0  800.0],-0.06,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
,  [600.0  800.0],0.844,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
,  [600.0  800.0],-0.038,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
,  [600.0  800.0],1.202,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
,  [600.0  800.0],2.11,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
,  [600.0  800.0],-2.15,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
,  [600.0  800.0],0.225,42,       RP_5s,2,incorrect_Verb_in_correct_Pronoun,bad,verb,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
,  [600.0  800.0],6.515,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
,  [600.0  800.0],5.919,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
,  [600.0  800.0],3.895,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
,  [600.0  800.0],5.668,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
,  [600.0  800.0],5.116,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
,  [600.0  800.0],2.246,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
,  [600.0  800.0],7.031,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
,  [600.0  800.0],7.651,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
,  [600.0  800.0],11.469,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
,  [600.0  800.0],6.179,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
,  [600.0  800.0],6.702,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
,  [600.0  800.0],5.837,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
,  [600.0  800.0],2.702,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
,  [600.0  800.0],3.487,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
,  [600.0  800.0],5.687,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
,  [600.0  800.0],8.155,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,25,25,0.94,,,,,,,,Student,,
,  [600.0  800.0],-2.752,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
,  [600.0  800.0],3.247,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
,  [600.0  800.0],4.307,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
,  [600.0  800.0],12.918,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
,  [600.0  800.0],10.724,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
,  [600.0  800.0],6.93,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
,  [600.0  800.0],4.883,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
,  [600.0  800.0],3.872,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
,  [600.0  800.0],6.56,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
,  [600.0  800.0],1.681,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
,  [600.0  800.0],2.76,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
,  [600.0  800.0],5.915,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
,  [600.0  800.0],6.716,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
,  [600.0  800.0],4.396,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
,  [600.0  800.0],7.742,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
,  [600.0  800.0],5.661,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,52,52,0.91,S52L5,179,26,APS_Silent,Female,22,17,Student,61,62
,  [600.0  800.0],7.221,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,61,61,0.86,S61,364,27,APS_Silent,Female,18,12,Student,79,82
,  [600.0  800.0],2.092,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,62,62,0.9,S62L2,179,34,APS_Silent,Male,20,14,Student,96,92
,  [600.0  800.0],9.875,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,63,63,0.9,S63L3,223,28,APS_Silent,Female,19,12,Student,63,63
,  [600.0  800.0],2.71,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,64,64,0.93,S64L4,137,33,APS_Silent,Female,18,12.5,Student,52,65
,  [600.0  800.0],2.748,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,65,65,0.9,S65L5,232,35,APS_Silent,Male,27,12,Student,52,64
,  [600.0  800.0],3.311,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,66,66,0.9,S66L6,364,33,APS_Silent,Female,19,13.5,Student,62,73
,  [600.0  800.0],4.087,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,67,67,0.91,S67L7,179,25,APS_Silent,Male,21,14.5,Student,92,88
,  [600.0  800.0],4.53,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,68,68,0.89,s68l8,279,32,APS_Silent,Male,18,12.5,Student,86,76
,  [600.0  800.0],-0.734,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,70,70,0.93,S70L10,232,32,APS_Silent,Male,20,15,Student,49,47
,  [600.0  800.0],1.881,32,     Midline,2,incorrect_Verb_in_correct_Pronoun,bad,verb,72,72,0.91,S72L12,123,23,APS_Silent,Male,20,13,Student,76,76
,  [600.0  800.0],-1.77,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,1,1,0.92,s1L1,211,24,APS_Silent,Female,19,14,Student,74,68
,  [600.0  800.0],2.036,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,2,2,0.96,S2L2,195,32,APS_Silent,Female,18,12,Student,88,87
,  [600.0  800.0],-2.057,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,3,3,0.93,S3L3,223,25,APS_Silent,Female,21,14,Student,66,63
,  [600.0  800.0],-3.348,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,4,4,0.83,S4L4,211,31,APS_Silent,Male,18,12,Student,61,67
,  [600.0  800.0],-4.538,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,6,6,0.88,S6L6,232,29,APS_Silent,Female,18,13,Student,67,70
,  [600.0  800.0],-0.065,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,7,7,0.92,S7L7,247,31,APS_Silent,Female,18,12,Student,45,42
,  [600.0  800.0],1.87,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,8,8,0.94,S8L8,279,34,APS_Silent,Female,19,14,Student,76,70
,  [600.0  800.0],-1.669,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,10,10,0.91,S10L10,179,31,APS_Silent,Female,19,13,Student,75,61
,  [600.0  800.0],1.116,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,12,12,0.96,S12L12,164,31,APS_Silent,Female,18,12,Student,68,57
,  [600.0  800.0],0.078,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,13,13,0.92,S13L1,211,25,APS_Silent,Female,19,13,Student,80,69
,  [600.0  800.0],2.079,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,14,14,0.9,L14L2,211,17,APS_Silent,Female,20,12,Student,82,81
,  [600.0  800.0],0.988,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,16,16,0.93,s16l4,211,37,APS_Silent,Male,18,12,Student,72,79
,  [600.0  800.0],-0.767,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,18,18,0.91,S18L6,195,34,APS_Silent,Male,19,12,Student,85,79
,  [600.0  800.0],0.98,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,21,21,0.93,s21L9,137,15,APS_Silent,Male,18,12,Student,72,70
,  [600.0  800.0],2.249,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,22,22,0.91,s22l10,164,21,APS_Silent,Male,23,17,Student,77,98
,  [600.0  800.0],-5.922,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,25,25,0.94,,,,,,,,Student,,
,  [600.0  800.0],-6.563,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,27,27,0.95,S27L3,247,33,APS_Silent,Female,18,12,Student,77,82
,  [600.0  800.0],-0.651,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,30,30,0.87,s30l6,339,32,APS_Silent,Male,20,15,Student,85,88
,  [600.0  800.0],0.096,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,31,31,0.86,s31l7,164,18,APS_Silent,Female,19,12,Student,59,69
,  [600.0  800.0],1.268,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,37,37,0.93,s37L9,261,35,APS_Silent,Female,19,13,Student,89,74
,  [600.0  800.0],0.777,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,38,38,0.91,s38l5,211,34,APS_Silent,Female,18,12,Student,47,64
,  [600.0  800.0],-3.742,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,39,39,0.95,S39L12,312,35,APS_Silent,Male,28,16,Student,88,85
,  [600.0  800.0],0.658,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,40,40,0.9,s40l4,106,28,APS_Silent,Male,19,13,Student,45,38
,  [600.0  800.0],-0.552,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,42,42,0.78,S42L5,164,25,APS_Silent,Male,24,15,Student,74,73
,  [600.0  800.0],-0.173,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,43,43,0.89,S43L3,312,34,APS_Silent,Female,20,14,Student,64,69
,  [600.0  800.0],-2.061,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,44,44,0.92,s44l8,195,33,APS_Silent,Female,18,12,Student,60,67
,  [600.0  800.0],-0.568,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,46,46,0.88,s46L2,261,30,APS_Silent,Male,19,13,Student,59,82
,  [600.0  800.0],3.483,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,47,47,0.88,s47L5,247,35,APS_Silent,Male,18,12,Student,80,73
,  [600.0  800.0],-0.172,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,48,48,0.88,s48l11,247,29,APS_Silent,Male,18,12,Student,71,67
,  [600.0  800.0],-2.327,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,49,49,0.89,s49L10,223,32,APS_Silent,Male,19,12,Student,92,87
,  [600.0  800.0],-0.594,10,          A2,3,  Correct_Pronoun_in_Correct_Verb,good,pronoun,51,51,0.95,s51L12,364,35,APS_Silent,Female,19,13,Student,80,78
